Date,TeamName,EloScore
11/04/1989,Michigan State,1426
11/04/1989,Indiana,1294
11/04/1989,Virginia,1024
11/04/1989,No Carolina State,1386
11/04/1989,Mississippi State,1206
11/04/1989,Alabama,2778
11/04/1989,Cincinnati,728
11/04/1989,Kentucky,1064
11/04/1989,Purdue,1370
11/04/1989,Michigan,2784
11/04/1989,Florida,1768
11/04/1989,Auburn,2144
11/04/1989,San Jose State,2044
11/04/1989,Fresno State,2036
11/04/1989,Boston College,1300
11/04/1989,Syracuse,1376
11/04/1989,Long Beach State,1418
11/04/1989,Nevada-Las Vegas,1890
11/04/1989,Utah State,1178
11/04/1989,Pacific,638
11/04/1989,Arizona State,2210
11/04/1989,Washington,2476
11/04/1989,UL-Lafayette,1268
11/04/1989,Northern Illinois,1554
11/04/1989,New Mexico State,504
11/04/1989,Fullerton State,1312
11/04/1989,Houston,1844
11/04/1989,Texas Christian,416
11/04/1989,UL-Monroe,1412
11/04/1989,Louisiana Tech,1298
11/04/1989,Western Carolina,1246
11/04/1989,Georgia Tech,892
11/04/1989,New Mexico,1104
11/04/1989,San Diego State,1358
11/04/1989,South Carolina,1580
11/04/1989,Florida State,2400
11/04/1989,Oregon,1048
11/04/1989,Brigham Young,3212
11/04/1989,Colorado State,798
11/04/1989,Wyoming,1654
11/04/1989,U.C.L.A.,2240
11/04/1989,Stanford,1126
11/04/1989,Duke,1002
11/04/1989,Wake Forest,1112
11/04/1989,S-M-U,2096
11/04/1989,Texas A+M,1836
11/04/1989,Oregon State,-8
11/04/1989,Southern Cal,2594
11/04/1989,Texas Tech,1070
11/04/1989,Texas,2360
11/04/1989,Kansas State,382
11/04/1989,Iowa State,1216
11/04/1989,Kent State,340
11/04/1989,Bowling Green,1632
11/04/1989,Arkansas,2628
11/04/1989,Rice,78
11/04/1989,Vanderbilt,412
11/04/1989,Virginia Tech,1998
11/04/1989,Temple,1126
11/04/1989,Georgia,2880
11/04/1989,Central Michigan,2542
11/04/1989,Ball State,1642
11/04/1989,Northern Arizona,1422
11/04/1989,Akron,1564
11/04/1989,West Virginia,1766
11/04/1989,Penn State,2610
11/04/1989,Wisconsin,1242
11/04/1989,Minnesota,1144
11/04/1989,Memphis,680
11/04/1989,Tulane,1242
11/04/1989,Missouri,1388
11/04/1989,Oklahoma,2858
11/04/1989,Oklahoma State,1734
11/04/1989,Kansas,768
11/04/1989,Western Kentucky,1418
11/04/1989,Louisville,998
11/04/1989,UTEP,8
11/04/1989,Hawaii,1920
11/04/1989,Nebraska,3202
11/04/1989,Colorado,984
11/04/1989,Ohio State,2680
11/04/1989,Northwestern,-224
11/11/1989,Alabama,2796
11/11/1989,Louisiana State,1968
11/11/1989,Eastern Michigan,488
11/11/1989,Ball State,1662
11/11/1989,Colorado State,816
11/11/1989,UTEP,-10
11/11/1989,No Carolina State,1376
11/11/1989,Duke,1012
11/11/1989,Miami-Florida,2498
11/11/1989,Pittsburgh,2506
11/11/1989,Ohio,998
11/11/1989,Central Michigan,2562
11/11/1989,Texas Christian,398
11/11/1989,Texas Tech,1088
11/11/1989,Florida,1748
11/11/1989,Georgia,2900
11/11/1989,Tulane,1232
11/11/1989,Mississippi State,1216
11/11/1989,Louisiana Tech,1278
11/11/1989,Auburn,2164
11/11/1989,Southern Cal,2612
11/11/1989,Arizona,1918
11/11/1989,Boston College,1310
11/11/1989,Army,1316
11/11/1989,Wyoming,1644
11/11/1989,San Diego State,1368
11/11/1989,Washington State,1148
11/11/1989,California,984
11/11/1989,Syracuse,1386
11/11/1989,Navy,1354
11/11/1989,Kansas,748
11/11/1989,Nebraska,3222
11/11/1989,Iowa,1914
11/11/1989,Ohio State,2698
11/11/1989,Toledo,1740
11/11/1989,Northern Illinois,1564
11/11/1989,Tulsa,2058
11/11/1989,Wake Forest,1112
11/11/1989,Colorado,986
11/11/1989,Oklahoma State,1732
11/11/1989,Akron,1546
11/11/1989,Tennessee,2102
11/11/1989,New Mexico,1086
11/11/1989,Utah,1606
11/11/1989,Stanford,1106
11/11/1989,Arizona State,2230
11/11/1989,Indiana,1304
11/11/1989,Wisconsin,1232
11/11/1989,S-M-U,2086
11/11/1989,Notre Dame,1904
11/11/1989,Kansas State,362
11/11/1989,Oklahoma,2878
11/11/1989,Bowling Green,1642
11/11/1989,Western Michigan,1798
11/11/1989,Louisville,1008
11/11/1989,Memphis,670
11/11/1989,Baylor,1692
11/11/1989,Arkansas,2648
11/11/1989,Lamar,1326
11/11/1989,UL-Lafayette,1278
11/11/1989,Fresno State,2056
11/11/1989,New Mexico State,484
11/11/1989,South Carolina,1582
11/11/1989,North Carolina,2020
11/11/1989,San Jose State,2064
11/11/1989,Utah State,1158
11/11/1989,Air Force,1586
11/11/1989,Brigham Young,3232
11/11/1989,Washington,2496
11/11/1989,Oregon State,-28
11/11/1989,Oregon,1048
11/11/1989,U.C.L.A.,2240
11/11/1989,Long Beach State,1408
11/11/1989,Fullerton State,1322
11/11/1989,Nevada-Las Vegas,1880
11/11/1989,Nevada-Reno,1510
11/11/1989,Morehead State,1508
11/11/1989,Cincinnati,710
11/11/1989,Minnesota,1134
11/11/1989,Michigan State,1436
11/11/1989,Temple,1116
11/11/1989,East Carolina,1262
11/11/1989,Michigan,2804
11/11/1989,Illinois,1332
11/11/1989,Rutgers,1572
11/11/1989,West Virginia,1776
11/11/1989,Kentucky,1082
11/11/1989,Vanderbilt,394
11/11/1989,Virginia Tech,1998
11/11/1989,Virginia,1024
11/11/1989,Northwestern,-244
11/11/1989,Purdue,1390
11/11/1989,Texas,2358
11/11/1989,Houston,1846
11/11/1989,Iowa State,1226
11/11/1989,Missouri,1378
11/11/1989,Pacific,618
11/11/1989,Hawaii,1940
11/11/1989,Penn State,2618
11/11/1989,Maryland,2036
11/11/1989,Miami-Ohio,1756
11/11/1989,Kent State,320
11/18/1989,Iowa,1932
11/18/1989,Purdue,1372
11/18/1989,San Diego State,1348
11/18/1989,Miami-Florida,2518
11/18/1989,California,974
11/18/1989,Stanford,1116
11/18/1989,Tulane,1252
11/18/1989,Vanderbilt,374
11/18/1989,Wisconsin,1212
11/18/1989,Ohio State,2718
11/18/1989,Duke,1012
11/18/1989,North Carolina,2020
11/18/1989,Texas Tech,1088
11/18/1989,S-M-U,2086
11/18/1989,Fullerton State,1324
11/18/1989,San Jose State,2062
11/18/1989,Clemson,2754
11/18/1989,Central Michigan,2562
11/18/1989,South Carolina,1562
11/18/1989,Toledo,1740
11/18/1989,Ball State,1680
11/18/1989,Ohio,980
11/18/1989,Oklahoma,2868
11/18/1989,Nebraska,3232
11/18/1989,Wake Forest,1102
11/18/1989,Arkansas State,1386
11/18/1989,Georgia Tech,902
11/18/1989,Michigan,2824
11/18/1989,Minnesota,1114
11/18/1989,UL-Lafayette,1288
11/18/1989,Rice,78
11/18/1989,Baylor,1692
11/18/1989,Oregon State,-48
11/18/1989,Oregon,1068
11/18/1989,Auburn,2166
11/18/1989,Georgia,2898
11/18/1989,Mississippi State,1198
11/18/1989,Louisiana State,1986
11/18/1989,Washington State,1128
11/18/1989,Washington,2516
11/18/1989,Texas Christian,378
11/18/1989,Texas,2378
11/18/1989,Northern Illinois,1584
11/18/1989,Cincinnati,690
11/18/1989,Iowa State,1228
11/18/1989,Oklahoma State,1730
11/18/1989,Kansas,750
11/18/1989,Missouri,1376
11/18/1989,Bowling Green,1624
11/18/1989,Tulsa,2076
11/18/1989,Mississippi,1042
11/18/1989,Tennessee,2122
11/18/1989,Virginia,1024
11/18/1989,Maryland,2036
11/18/1989,Western Michigan,1808
11/18/1989,Miami-Ohio,1746
11/18/1989,Utah State,1160
11/18/1989,Nevada-Las Vegas,1878
11/18/1989,Fresno State,2056
11/18/1989,New Mexico,1086
11/18/1989,Rutgers,1570
11/18/1989,Temple,1118
11/18/1989,Utah,1586
11/18/1989,Brigham Young,3252
11/18/1989,Louisville,1018
11/18/1989,Boston College,1300
11/18/1989,Southern Miss,2168
11/18/1989,Alabama,2814
11/18/1989,East Carolina,1242
11/18/1989,Pittsburgh,2526
11/18/1989,Northwestern,-264
11/18/1989,Michigan State,1456
11/18/1989,Memphis,650
11/18/1989,Florida State,2420
11/18/1989,Navy,1344
11/18/1989,Delaware,1610
11/18/1989,Virginia Tech,2016
11/18/1989,No Carolina State,1358
11/18/1989,Kentucky,1064
11/18/1989,Florida,1766
11/18/1989,U.C.L.A.,2240
11/18/1989,Southern Cal,2612
11/18/1989,Colgate,1438
11/18/1989,Army,1326
11/18/1989,Notre Dame,1906
11/18/1989,Penn State,2616
11/18/1989,Indiana,1294
11/18/1989,Illinois,1342
11/18/1989,Pacific,628
11/18/1989,New Mexico State,474
11/18/1989,Colorado,1004
11/18/1989,Kansas State,344
11/19/1989,UTEP,-30
11/19/1989,Wyoming,1664
11/23/1989,West Virginia,1786
11/23/1989,Syracuse,1376
11/24/1989,Arkansas,2668
11/24/1989,Texas A+M,1816
11/25/1989,Michigan State,1466
11/25/1989,Wisconsin,1202
11/25/1989,Illinois,1362
11/25/1989,Northwestern,-284
11/25/1989,Tennessee,2142
11/25/1989,Kentucky,1044
11/25/1989,Utah State,1150
11/25/1989,Long Beach State,1418
11/25/1989,Nevada-Las Vegas,1868
11/25/1989,San Jose State,2072
11/25/1989,Mississippi,1052
11/25/1989,Mississippi State,1188
11/25/1989,Louisiana State,2004
11/25/1989,Tulane,1234
11/25/1989,Air Force,1596
11/25/1989,Utah,1576
11/25/1989,Boston College,1290
11/25/1989,Georgia Tech,912
11/25/1989,Minnesota,1114
11/25/1989,Iowa,1932
11/25/1989,Baylor,1694
11/25/1989,Texas,2376
11/25/1989,Penn State,2626
11/25/1989,Pittsburgh,2516
11/25/1989,Arizona,1928
11/25/1989,Arizona State,2220
11/25/1989,Brigham Young,3272
11/25/1989,San Diego State,1328
11/25/1989,Texas Tech,1070
11/25/1989,Houston,1864
11/25/1989,Oregon State,-68
11/25/1989,Hawaii,1960
11/25/1989,Ohio State,2708
11/25/1989,Michigan,2834
11/25/1989,East Carolina,1222
11/25/1989,Southern Miss,2188
11/25/1989,Notre Dame,1888
11/25/1989,Miami-Florida,2536
11/25/1989,Purdue,1382
11/25/1989,Indiana,1284
12/02/1989,Houston,1884
12/02/1989,Rice,58
12/02/1989,Pittsburgh,2536
12/02/1989,Rutgers,1550
12/02/1989,Florida State,2438
12/02/1989,Florida,1748
12/02/1989,Georgia,2898
12/02/1989,Georgia Tech,912
12/02/1989,S-M-U,2068
12/02/1989,Arkansas,2686
12/02/1989,Vanderbilt,354
12/02/1989,Texas,2374
12/02/1989,Texas A+M,1818
12/02/1989,Tennessee,2162
12/02/1989,Alabama,2812
12/02/1989,Auburn,2168
12/04/1989,Louisville,1008
12/04/1989,Syracuse,1386
12/09/1989,Air Force,1596
12/09/1989,Navy,1354
12/09/1989,Hawaii,1960
12/09/1989,Army,1316
08/26/1990,Colorado,994
08/26/1990,Tennessee,2172
08/31/1990,Southern Cal,2632
08/31/1990,Syracuse,1366
09/01/1990,Utah,1594
09/01/1990,Utah State,1132
09/01/1990,Delta State,1482
09/01/1990,Southern Miss,2206
09/01/1990,Colorado State,818
09/01/1990,Air Force,1594
09/01/1990,Central Michigan,2562
09/01/1990,Kentucky,1044
09/01/1990,Washington State,1146
09/01/1990,Miami-Ohio,1736
09/01/1990,North Carolina,2030
09/01/1990,Duke,994
09/01/1990,South Carolina,1580
09/01/1990,Texas Christian,360
09/01/1990,New Mexico,1104
09/01/1990,New Mexico State,456
09/01/1990,Ohio,960
09/01/1990,Arkansas State,1394
09/01/1990,Memphis,642
09/01/1990,UL-Lafayette,1298
09/01/1990,Tulane,1224
09/01/1990,Baylor,1674
09/01/1990,Nebraska,3252
09/01/1990,Pittsburgh,2556
09/01/1990,Missouri State,1510
09/01/1990,Nevada-Las Vegas,1858
09/01/1990,Texas A+M,1828
09/01/1990,Hawaii,1950
09/01/1990,Kent State,300
09/01/1990,West Virginia,1806
09/01/1990,Tulsa,2066
09/01/1990,Oklahoma State,1740
09/01/1990,Montana,1430
09/01/1990,Oregon State,-88
09/01/1990,Louisiana Tech,1268
09/01/1990,East Carolina,1232
09/01/1990,Temple,1100
09/01/1990,Wyoming,1682
09/01/1990,Louisville,998
09/01/1990,San Jose State,2082
09/01/1990,Eastern Illinois,1450
09/01/1990,Northern Illinois,1594
09/01/1990,Sonoma State,1490
09/01/1990,Fullerton State,1334
09/01/1990,Illinois State,1178
09/01/1990,Akron,1556
09/01/1990,Brigham Young,3292
09/01/1990,UTEP,-50
09/01/1990,Virginia Tech,2006
09/01/1990,Maryland,2046
09/01/1990,Wake Forest,1102
09/01/1990,Rice,58
09/01/1990,Virginia,1034
09/01/1990,Kansas,740
09/01/1990,Eastern Michigan,468
09/01/1990,Fresno State,2076
09/01/1990,Pacific,608
09/01/1990,Tennessee,2192
09/01/1990,Long Beach State,1398
09/01/1990,Clemson,2774
09/01/1990,Western Carolina,1236
09/01/1990,No Carolina State,1368
09/02/1990,Bowling Green,1644
09/02/1990,Cincinnati,670
09/06/1990,Stanford,1106
09/06/1990,Colorado,1004
09/08/1990,Ball State,1698
09/08/1990,Illinois State,1160
09/08/1990,Baylor,1656
09/08/1990,Arizona State,2238
09/08/1990,Temple,1090
09/08/1990,Syracuse,1376
09/08/1990,Southern Miss,2208
09/08/1990,Alabama,2810
09/08/1990,Louisiana Tech,1270
09/08/1990,McNeese State,1808
09/08/1990,Northern Iowa,1468
09/08/1990,Iowa State,1238
09/08/1990,Hawaii,1940
09/08/1990,Air Force,1604
09/08/1990,Texas Christian,360
09/08/1990,Missouri,1376
09/08/1990,Tennessee,2212
09/08/1990,Mississippi State,1168
09/08/1990,North Carolina,2028
09/08/1990,South Carolina,1582
09/08/1990,Murray State,1498
09/08/1990,Louisville,1000
09/08/1990,Clemson,2774
09/08/1990,Virginia,1034
09/08/1990,Maryland,2056
09/08/1990,West Virginia,1796
09/08/1990,Western Illinois,1418
09/08/1990,Kansas State,344
09/08/1990,Nevada-Las Vegas,1848
09/08/1990,Houston,1894
09/08/1990,Texas,2384
09/08/1990,Penn State,2616
09/08/1990,Long Beach State,1388
09/08/1990,Utah State,1142
09/08/1990,Tulane,1244
09/08/1990,Rice,38
09/08/1990,Wyoming,1700
09/08/1990,Washington State,1128
09/08/1990,Oregon State,-108
09/08/1990,Kansas,760
09/08/1990,New Mexico State,454
09/08/1990,UTEP,-48
09/08/1990,Akron,1576
09/08/1990,Kent State,280
09/08/1990,Toledo,1750
09/08/1990,Miami-Ohio,1726
09/08/1990,Fullerton State,1314
09/08/1990,Auburn,2188
09/08/1990,California,984
09/08/1990,Wisconsin,1192
09/08/1990,Western Michigan,1808
09/08/1990,Eastern Michigan,468
09/08/1990,Montana State,1396
09/08/1990,Colorado State,820
09/08/1990,Oklahoma,2886
09/08/1990,U.C.L.A.,2222
09/08/1990,UL-Monroe,1402
09/08/1990,Arkansas State,1404
09/08/1990,Illinois,1344
09/08/1990,Arizona,1946
09/08/1990,Missouri State,1492
09/08/1990,Tulsa,2084
09/08/1990,Texas Tech,1050
09/08/1990,Ohio State,2728
09/08/1990,Richmond,1012
09/08/1990,Navy,1364
09/08/1990,Memphis,624
09/08/1990,Mississippi,1070
09/08/1990,Georgia,2898
09/08/1990,Louisiana State,2004
09/08/1990,Sacramento State,1496
09/08/1990,Pacific,608
09/08/1990,San Jose State,2064
09/08/1990,Washington,2534
09/08/1990,Miami-Florida,2518
09/08/1990,Brigham Young,3310
09/08/1990,Kentucky,1026
09/08/1990,Rutgers,1568
09/08/1990,San Diego State,1318
09/08/1990,Oregon,1078
09/08/1990,Boston College,1270
09/08/1990,Pittsburgh,2576
09/08/1990,Bowling Green,1634
09/08/1990,Virginia Tech,2016
09/08/1990,New Mexico,1084
09/08/1990,Fresno State,2096
09/08/1990,Vanderbilt,334
09/08/1990,S-M-U,2088
09/08/1990,No Carolina State,1366
09/08/1990,Georgia Tech,914
09/08/1990,Utah,1612
09/08/1990,Minnesota,1096
09/08/1990,Nicholls State,1400
09/08/1990,UL-Lafayette,1308
09/08/1990,East Carolina,1212
09/08/1990,Florida State,2458
09/08/1990,Appalachian State,1352
09/08/1990,Wake Forest,1112
09/08/1990,Cincinnati,650
09/08/1990,Central Michigan,2582
09/08/1990,Duke,1014
09/08/1990,Northwestern,-304
09/08/1990,Oklahoma State,1730
09/08/1990,Florida,1758
09/08/1990,Northern Illinois,1574
09/08/1990,Nebraska,3272
09/13/1990,Houston,1914
09/13/1990,Texas Tech,1030
09/15/1990,Fullerton State,1304
09/15/1990,Fresno State,2114
09/15/1990,Utah,1594
09/15/1990,Mississippi State,1178
09/15/1990,Wake Forest,1102
09/15/1990,No Carolina State,1376
09/15/1990,Long Beach State,1378
09/15/1990,San Diego State,1328
09/15/1990,Louisiana Tech,1252
09/15/1990,Western Michigan,1826
09/15/1990,Iowa State,1228
09/15/1990,Minnesota,1106
09/15/1990,S-M-U,2088
09/15/1990,Tulane,1244
09/15/1990,The Citadel,1452
09/15/1990,Air Force,1614
09/15/1990,Austin Peay,1474
09/15/1990,Temple,1100
09/15/1990,Utah State,1132
09/15/1990,Missouri,1386
09/15/1990,Auburn,2208
09/15/1990,Mississippi,1050
09/15/1990,Nevada-Las Vegas,1868
09/15/1990,Oregon State,-128
09/15/1990,Tulsa,2066
09/15/1990,Arkansas,2704
09/15/1990,Ohio,958
09/15/1990,Eastern Michigan,470
09/15/1990,Georgia Southern,1422
09/15/1990,Florida State,2478
09/15/1990,Arizona,1966
09/15/1990,New Mexico,1064
09/15/1990,Kansas,750
09/15/1990,Louisville,1010
09/15/1990,Northern Illinois,1564
09/15/1990,Toledo,1760
09/15/1990,Connecticut,1384
09/15/1990,North Carolina,2046
09/15/1990,Ohio State,2748
09/15/1990,Boston College,1250
09/15/1990,Colgate,1428
09/15/1990,Rutgers,1578
09/15/1990,Washington State,1108
09/15/1990,Brigham Young,3330
09/15/1990,Colorado,994
09/15/1990,Illinois,1354
09/15/1990,New Mexico State,444
09/15/1990,Kansas State,354
09/15/1990,Florida,1758
09/15/1990,Alabama,2810
09/15/1990,Michigan State,1466
09/15/1990,Syracuse,1376
09/15/1990,Michigan,2834
09/15/1990,Notre Dame,1888
09/15/1990,Central Michigan,2592
09/15/1990,Akron,1566
09/15/1990,Virginia Tech,2036
09/15/1990,East Carolina,1192
09/15/1990,Pittsburgh,2566
09/15/1990,Oklahoma,2896
09/15/1990,Colorado State,800
09/15/1990,Arizona State,2258
09/15/1990,Ball State,1696
09/15/1990,Wisconsin,1194
09/15/1990,Idaho,1406
09/15/1990,Oregon,1088
09/15/1990,Stanford,1086
09/15/1990,U.C.L.A.,2242
09/15/1990,Washington,2554
09/15/1990,Purdue,1362
09/15/1990,UTEP,-68
09/15/1990,Tennessee,2232
09/15/1990,Northern Iowa,1458
09/15/1990,Oklahoma State,1740
09/15/1990,Holy Cross,1410
09/15/1990,Army,1326
09/15/1990,UL-Lafayette,1290
09/15/1990,Texas A+M,1846
09/15/1990,Arkansas State,1394
09/15/1990,Wyoming,1710
09/15/1990,Navy,1354
09/15/1990,Virginia,1044
09/15/1990,Indiana,1294
09/15/1990,Kentucky,1016
09/15/1990,San Jose State,2084
09/15/1990,Pacific,588
09/15/1990,Cincinnati,630
09/15/1990,Iowa,1952
09/15/1990,Miami-Ohio,1716
09/15/1990,Louisiana State,2014
09/15/1990,Miami-Florida,2538
09/15/1990,California,964
09/15/1990,Clemson,2792
09/15/1990,Maryland,2038
09/15/1990,Southern Miss,2190
09/15/1990,Georgia,2916
09/15/1990,Penn State,2606
09/15/1990,Southern Cal,2642
09/22/1990,Rutgers,1558
09/22/1990,Penn State,2626
09/22/1990,Virginia,1054
09/22/1990,Duke,1004
09/22/1990,Alabama,2800
09/22/1990,Georgia,2926
09/22/1990,Pacific,570
09/22/1990,Louisville,1012
09/22/1990,West Virginia,1794
09/22/1990,Long Beach State,1396
09/22/1990,Mississippi,1050
09/22/1990,Arkansas,2704
09/22/1990,Southern Cal,2632
09/22/1990,Washington,2564
09/22/1990,Hawaii,1950
09/22/1990,Utah,1584
09/22/1990,Temple,1110
09/22/1990,Wisconsin,1184
09/22/1990,East Carolina,1202
09/22/1990,UL-Lafayette,1280
09/22/1990,Northwestern,-314
09/22/1990,Rice,48
09/22/1990,Notre Dame,1906
09/22/1990,Michigan State,1448
09/22/1990,Oklahoma State,1740
09/22/1990,Texas Christian,360
09/22/1990,Miami-Ohio,1736
09/22/1990,Cincinnati,610
09/22/1990,Pittsburgh,2576
09/22/1990,Syracuse,1366
09/22/1990,Indiana State,1540
09/22/1990,Purdue,1372
09/22/1990,Sam Houston State,1460
09/22/1990,Baylor,1666
09/22/1990,Texas Tech,1040
09/22/1990,New Mexico,1054
09/22/1990,Oregon,1068
09/22/1990,Arizona,1986
09/22/1990,Virginia Military,1294
09/22/1990,Army,1336
09/22/1990,Oregon State,-148
09/22/1990,Stanford,1106
09/22/1990,Colorado,994
09/22/1990,Texas,2384
09/22/1990,California,954
09/22/1990,Washington State,1118
09/22/1990,Missouri,1376
09/22/1990,Indiana,1304
09/22/1990,Villanova,1470
09/22/1990,Navy,1364
09/22/1990,Kent State,260
09/22/1990,Western Michigan,1846
09/22/1990,New Mexico State,424
09/22/1990,Fresno State,2134
09/22/1990,Air Force,1604
09/22/1990,Wyoming,1720
09/22/1990,No Carolina State,1358
09/22/1990,Maryland,2056
09/22/1990,U-C-F,1460
09/22/1990,Memphis,624
09/22/1990,Tennessee Tech,1448
09/22/1990,Ohio,960
09/22/1990,Eastern Michigan,450
09/22/1990,Youngstown State,1556
09/22/1990,Florida State,2498
09/22/1990,Tulane,1224
09/22/1990,U.C.L.A.,2224
09/22/1990,Michigan,2852
09/22/1990,Kansas State,334
09/22/1990,Northern Illinois,1584
09/22/1990,San Jose State,2094
09/22/1990,Nevada-Las Vegas,1858
09/22/1990,Louisiana State,2014
09/22/1990,Vanderbilt,334
09/22/1990,UTEP,-88
09/22/1990,Colorado State,820
09/22/1990,Chattanooga,1714
09/22/1990,Georgia Tech,914
09/22/1990,South Carolina,1584
09/22/1990,Virginia Tech,2034
09/22/1990,Kentucky,996
09/22/1990,North Carolina,2066
09/22/1990,Arkansas State,1384
09/22/1990,Louisiana Tech,1262
09/22/1990,Iowa State,1210
09/22/1990,Iowa,1970
09/22/1990,Toledo,1770
09/22/1990,Ball State,1686
09/22/1990,Furman,1650
09/22/1990,Florida,1768
09/22/1990,North Texas,1348
09/22/1990,Texas A+M,1864
09/22/1990,Southern Miss,2190
09/22/1990,Mississippi State,1178
09/22/1990,Appalachian State,1332
09/22/1990,Clemson,2812
09/22/1990,San Diego State,1308
09/22/1990,Brigham Young,3350
09/22/1990,Bowling Green,1614
09/22/1990,Central Michigan,2612
09/22/1990,Fullerton State,1294
09/22/1990,Akron,1576
09/22/1990,Tulsa,2046
09/22/1990,Oklahoma,2916
09/22/1990,Minnesota,1086
09/22/1990,Nebraska,3292
09/22/1990,Southern Illinois,1604
09/22/1990,Illinois,1364
09/29/1990,Fresno State,2154
09/29/1990,Fullerton State,1274
09/29/1990,California,954
09/29/1990,Arizona,1986
09/29/1990,Tulane,1214
09/29/1990,Mississippi,1060
09/29/1990,Washington,2564
09/29/1990,Colorado,994
09/29/1990,No Carolina State,1360
09/29/1990,North Carolina,2064
09/29/1990,Duke,984
09/29/1990,Clemson,2832
09/29/1990,Brigham Young,3350
09/29/1990,Oregon,1068
09/29/1990,Toledo,1790
09/29/1990,Ohio,940
09/29/1990,Memphis,624
09/29/1990,Tulsa,2046
09/29/1990,Tennessee,2232
09/29/1990,Auburn,2208
09/29/1990,U.C.L.A.,2244
09/29/1990,Southern Cal,2642
09/29/1990,Washington State,1098
09/29/1990,Wyoming,1730
09/29/1990,Utah,1574
09/29/1990,Ohio State,2738
09/29/1990,Western Michigan,1844
09/29/1990,Iowa State,1212
09/29/1990,Boise State,1490
09/29/1990,Long Beach State,1406
09/29/1990,South Carolina,1582
09/29/1990,Georgia Tech,916
09/29/1990,Mississippi State,1160
09/29/1990,Florida,1786
09/29/1990,Akron,1566
09/29/1990,Youngstown State,1566
09/29/1990,Texas Christian,360
09/29/1990,S-M-U,2088
09/29/1990,Eastern Michigan,430
09/29/1990,Indiana,1324
09/29/1990,Purdue,1354
09/29/1990,Notre Dame,1924
09/29/1990,Nevada-Las Vegas,1878
09/29/1990,Pacific,550
09/29/1990,San Jose State,2114
09/29/1990,Stanford,1086
09/29/1990,New Mexico,1052
09/29/1990,Kansas State,336
09/29/1990,Northern Illinois,1584
09/29/1990,Northwestern,-314
09/29/1990,Arizona State,2258
09/29/1990,Missouri,1376
09/29/1990,Virginia Tech,2016
09/29/1990,Florida State,2516
09/29/1990,Miami-Ohio,1716
09/29/1990,Central Michigan,2632
09/29/1990,UL-Lafayette,1270
09/29/1990,Louisiana Tech,1272
09/29/1990,Maryland,2038
09/29/1990,Michigan,2870
09/29/1990,Oregon State,-168
09/29/1990,Nebraska,3312
09/29/1990,Rice,28
09/29/1990,Houston,1934
09/29/1990,Kansas,730
09/29/1990,Oklahoma,2936
09/29/1990,Air Force,1594
09/29/1990,San Diego State,1318
09/29/1990,Cincinnati,620
09/29/1990,Kent State,250
09/29/1990,Colorado State,800
09/29/1990,Arkansas,2724
09/29/1990,Iowa,1952
09/29/1990,Miami-Florida,2556
09/29/1990,West Virginia,1796
09/29/1990,Pittsburgh,2574
09/29/1990,Army,1326
09/29/1990,Wake Forest,1112
09/29/1990,Vanderbilt,314
09/29/1990,Alabama,2820
09/29/1990,Louisville,992
09/29/1990,Southern Miss,2210
09/29/1990,William + Mary,1210
09/29/1990,Virginia,1064
09/29/1990,Michigan State,1458
09/29/1990,Rutgers,1548
09/29/1990,Texas A+M,1854
09/29/1990,Louisiana State,2024
09/29/1990,Sam Houston State,1460
09/29/1990,UTEP,-88
09/29/1990,Baylor,1684
09/29/1990,Texas Tech,1022
09/29/1990,Arkansas State,1394
09/29/1990,Southern Illinois,1594
09/29/1990,Bowling Green,1604
09/29/1990,Ball State,1696
09/29/1990,Boston College,1260
09/29/1990,Navy,1354
09/29/1990,East Carolina,1182
09/29/1990,Georgia,2946
10/06/1990,Stanford,1086
10/06/1990,Notre Dame,1924
10/06/1990,Central Michigan,2652
10/06/1990,Kent State,230
10/06/1990,Washington,2574
10/06/1990,Arizona State,2248
10/06/1990,San Diego State,1300
10/06/1990,Wyoming,1748
10/06/1990,Georgia,2936
10/06/1990,Clemson,2842
10/06/1990,Indiana,1344
10/06/1990,Northwestern,-334
10/06/1990,Syracuse,1386
10/06/1990,Vanderbilt,294
10/06/1990,Appalachian State,1322
10/06/1990,No Carolina State,1370
10/06/1990,Louisiana State,2014
10/06/1990,Florida,1796
10/06/1990,Houston,1944
10/06/1990,Baylor,1674
10/06/1990,Georgia Tech,916
10/06/1990,Maryland,2038
10/06/1990,Fresno State,2152
10/06/1990,Northern Illinois,1586
10/06/1990,Northwestern St(LA),1410
10/06/1990,Arkansas State,1404
10/06/1990,Kansas,722
10/06/1990,Iowa State,1220
10/06/1990,Michigan,2890
10/06/1990,Wisconsin,1164
10/06/1990,Minnesota,1096
10/06/1990,Purdue,1344
10/06/1990,Kentucky,986
10/06/1990,Mississippi,1070
10/06/1990,Louisiana Tech,1252
10/06/1990,Auburn,2228
10/06/1990,Nebraska,3332
10/06/1990,Kansas State,316
10/06/1990,Alabama,2840
10/06/1990,UL-Lafayette,1250
10/06/1990,Duke,994
10/06/1990,Army,1316
10/06/1990,San Jose State,2114
10/06/1990,California,954
10/06/1990,Iowa,1970
10/06/1990,Michigan State,1440
10/06/1990,Ohio,932
10/06/1990,Bowling Green,1612
10/06/1990,Eastern Michigan,410
10/06/1990,Toledo,1810
10/06/1990,Oklahoma,2956
10/06/1990,Oklahoma State,1720
