Date,TeamName,EloScore
09/01/1978,Penn State,1510
09/01/1978,Temple,1490
09/02/1978,East Carolina,1510
09/02/1978,Western Carolina,1490
09/02/1978,Nebraska,1490
09/02/1978,Alabama,1510
09/02/1978,Southern Miss,1510
09/02/1978,Richmond,1490
09/02/1978,Arkansas State,1490
09/02/1978,Tulsa,1510
09/02/1978,Texas-Arlington,1490
09/02/1978,Drake,1510
09/02/1978,Eastern Michigan,1490
09/02/1978,Northern Michigan,1510
09/02/1978,West Texas A+M,1490
09/02/1978,Mississippi State,1510
09/02/1978,UTEP,1490
09/02/1978,North Texas,1510
09/03/1978,Utah State,1510
09/03/1978,Idaho State,1490
09/09/1978,Northwestern,1500
09/09/1978,Illinois,1500
09/09/1978,Missouri,1510
09/09/1978,Notre Dame,1490
09/09/1978,Long Beach State,1510
09/09/1978,UL-Lafayette,1490
09/09/1978,Marshall,1510
09/09/1978,Toledo,1490
09/09/1978,Florida State,1510
09/09/1978,Syracuse,1490
09/09/1978,Nicholls State,1490
09/09/1978,UL-Monroe,1510
09/09/1978,Texas A+M,1510
09/09/1978,Kansas,1490
09/09/1978,Virginia,1490
09/09/1978,Wake Forest,1510
09/09/1978,Memphis,1490
09/09/1978,Mississippi,1510
09/09/1978,Nevada-Las Vegas,1490
09/09/1978,Washington State,1510
09/09/1978,Wofford,1490
09/09/1978,Appalachian State,1510
09/09/1978,Bowling Green,1490
09/09/1978,Villanova,1510
09/09/1978,Brigham Young,1510
09/09/1978,Oregon State,1490
09/09/1978,California,1490
09/09/1978,Nebraska,1500
09/09/1978,Richmond,1480
09/09/1978,West Virginia,1510
09/09/1978,Chattanooga,1510
09/09/1978,Western Kentucky,1490
09/09/1978,Mississippi State,1520
09/09/1978,North Texas,1500
09/09/1978,Texas Tech,1490
09/09/1978,Southern Cal,1510
09/09/1978,Southern Miss,1520
09/09/1978,Arkansas State,1480
09/09/1978,Miami-Ohio,1490
09/09/1978,Ball State,1510
09/09/1978,U.C.L.A.,1510
09/09/1978,Washington,1490
09/09/1978,New Hampshire,1490
09/09/1978,Holy Cross,1510
09/09/1978,New Mexico State,1510
09/09/1978,Indiana State,1490
09/09/1978,Iowa State,1510
09/09/1978,Rice,1490
09/09/1978,Southern Illinois,1490
09/09/1978,Drake,1520
09/09/1978,Virginia Military,1490
09/09/1978,William + Mary,1510
09/09/1978,Lamar,1490
09/09/1978,Northwestern St(LA),1510
09/09/1978,Oklahoma State,1490
09/09/1978,Wichita State,1510
09/09/1978,New Mexico,1490
09/09/1978,Hawaii,1510
09/09/1978,Kent State,1490
09/09/1978,Central Michigan,1510
09/09/1978,West Texas A+M,1500
09/09/1978,Texas-Arlington,1480
09/09/1978,Oregon,1490
09/09/1978,Colorado,1510
09/09/1978,Pacific,1490
09/09/1978,Arizona State,1510
09/09/1978,Tennessee Tech,1510
09/09/1978,Western Carolina,1480
09/09/1978,Fullerton State,1490
09/09/1978,Boise State,1510
09/09/1978,Fresno State,1490
09/09/1978,McNeese State,1510
09/09/1978,Air Force,1510
09/09/1978,UTEP,1480
09/09/1978,Furman,1490
09/09/1978,South Carolina,1510
09/09/1978,Rutgers,1490
09/09/1978,Penn State,1520
09/09/1978,Texas Christian,1490
09/09/1978,S-M-U,1510
09/09/1978,Illinois State,1490
09/09/1978,Western Michigan,1510
09/09/1978,South Dakota State,1490
09/09/1978,Louisville,1510
09/09/1978,Georgia Tech,1490
09/09/1978,Duke,1510
09/09/1978,Idaho State,1480
09/09/1978,Utah,1510
09/09/1978,Presbyterian,1490
09/09/1978,The Citadel,1510
09/09/1978,East Carolina,1500
09/09/1978,No Carolina State,1510
09/09/1978,Oklahoma,1510
09/09/1978,Stanford,1490
09/09/1978,Kansas State,1490
09/09/1978,Arizona,1510
09/09/1978,Tulane,1490
09/09/1978,Maryland,1510
09/09/1978,Eastern Michigan,1480
09/09/1978,Ohio,1510
09/09/1978,Idaho,1490
09/09/1978,San Jose State,1510
09/09/1978,Tulsa,1520
09/09/1978,Virginia Tech,1490
09/16/1978,U.C.L.A.,1520
09/16/1978,Tennessee,1490
09/16/1978,San Diego State,1490
09/16/1978,Iowa State,1520
09/16/1978,Alabama,1520
09/16/1978,Missouri,1500
09/16/1978,Kentucky,1500
09/16/1978,South Carolina,1510
09/16/1978,Oregon State,1480
09/16/1978,Arizona,1520
09/16/1978,New Mexico,1500
09/16/1978,Wichita State,1500
09/16/1978,Northwestern St(LA),1520
09/16/1978,Stephen F Austin,1490
09/16/1978,Nevada-Reno,1510
09/16/1978,Nevada-Las Vegas,1480
09/16/1978,Holy Cross,1520
09/16/1978,Colgate,1490
09/16/1978,UC-Davis,1510
09/16/1978,Pacific,1480
09/16/1978,Fresno State,1500
09/16/1978,Weber State,1490
09/16/1978,Baylor,1490
09/16/1978,Georgia,1510
09/16/1978,Houston,1490
09/16/1978,Memphis,1500
09/16/1978,Texas,1510
09/16/1978,Rice,1480
09/16/1978,Miami-Florida,1490
09/16/1978,Colorado,1520
09/16/1978,William + Mary,1520
09/16/1978,Connecticut,1490
09/16/1978,Maryland,1520
09/16/1978,Louisville,1500
09/16/1978,Pittsburgh,1510
09/16/1978,Tulane,1480
09/16/1978,Central Michigan,1520
09/16/1978,Miami-Ohio,1480
09/16/1978,Virginia Tech,1500
09/16/1978,Wake Forest,1500
09/16/1978,Long Beach State,1500
09/16/1978,Boise State,1520
09/16/1978,Western Kentucky,1500
09/16/1978,Illinois State,1480
09/16/1978,Northwestern,1490
09/16/1978,Iowa,1510
09/16/1978,Utah State,1520
09/16/1978,Colorado State,1490
09/16/1978,Southern Illinois,1500
09/16/1978,Lamar,1480
09/16/1978,Michigan State,1490
09/16/1978,Purdue,1510
09/16/1978,Temple,1500
09/16/1978,Drake,1510
09/16/1978,Arkansas State,1470
09/16/1978,UL-Monroe,1520
09/16/1978,Bowling Green,1500
09/16/1978,Eastern Michigan,1470
09/16/1978,South Dakota,1490
09/16/1978,Wyoming,1510
09/16/1978,Western Carolina,1470
09/16/1978,Illinois,1490
09/16/1978,Michigan,1510
09/16/1978,East Tennessee St,1510
09/16/1978,Western Michigan,1520
09/16/1978,Northern Illinois,1490
09/16/1978,Richmond,1470
09/16/1978,Wisconsin,1510
09/16/1978,Kansas,1480
09/16/1978,Washington,1500
09/16/1978,Villanova,1520
09/16/1978,Massachusetts,1490
09/16/1978,Auburn,1510
09/16/1978,Kansas State,1480
09/16/1978,Chattanooga,1520
09/16/1978,Louisiana Tech,1490
09/16/1978,Carson-Newman,1490
09/16/1978,Furman,1500
09/16/1978,California,1500
09/16/1978,Georgia Tech,1480
09/16/1978,Santa Clara,1490
09/16/1978,Fullerton State,1500
09/16/1978,Air Force,1520
09/16/1978,Boston College,1490
09/16/1978,Western Illinois,1490
09/16/1978,Indiana State,1500
09/16/1978,Lafayette,1490
09/16/1978,Army,1510
09/16/1978,Appalachian State,1520
09/16/1978,Marshall,1500
09/16/1978,Toledo,1480
09/16/1978,Minnesota,1510
09/16/1978,Brigham Young,1500
09/16/1978,Arizona State,1520
09/16/1978,UTEP,1470
09/16/1978,New Mexico State,1520
09/16/1978,UL-Lafayette,1480
09/16/1978,Tulsa,1530
09/16/1978,Oklahoma State,1480
09/16/1978,Florida State,1520
09/16/1978,Indiana,1490
09/16/1978,Louisiana State,1510
09/16/1978,San Jose State,1500
09/16/1978,Stanford,1500
09/16/1978,Vanderbilt,1490
09/16/1978,Arkansas,1510
09/16/1978,Bucknell,1490
09/16/1978,Virginia Military,1500
09/16/1978,Southern Cal,1520
09/16/1978,Oregon,1480
09/16/1978,West Virginia,1500
09/16/1978,Oklahoma,1520
09/16/1978,S-M-U,1520
09/16/1978,Florida,1490
09/16/1978,McNeese State,1520
09/16/1978,West Texas A+M,1490
09/16/1978,Hawaii,1500
09/16/1978,Nebraska,1510
09/16/1978,Southern Miss,1510
09/16/1978,Cincinnati,1510
09/16/1978,East Carolina,1490
09/16/1978,North Carolina,1510
09/16/1978,The Citadel,1500
09/16/1978,Clemson,1510
09/16/1978,Kent State,1480
09/16/1978,Ball State,1520
09/16/1978,Penn State,1530
09/16/1978,Ohio State,1490
09/16/1978,Syracuse,1480
09/16/1978,No Carolina State,1520
09/16/1978,Navy,1510
09/16/1978,Virginia,1480
09/16/1978,Idaho,1480
09/16/1978,Washington State,1520
09/16/1978,Texas-Arlington,1470
09/16/1978,North Texas,1510
09/23/1978,Yale,1510
09/23/1978,Brown,1490
09/23/1978,Rutgers,1500
09/23/1978,Bucknell,1480
09/23/1978,Navy,1520
09/23/1978,Connecticut,1480
09/23/1978,Virginia Military,1490
09/23/1978,The Citadel,1510
09/23/1978,Iowa State,1530
09/23/1978,Iowa,1500
09/23/1978,Texas A+M,1520
09/23/1978,Boston College,1480
09/23/1978,Washington,1490
09/23/1978,Indiana,1500
09/23/1978,Toledo,1470
09/23/1978,Ball State,1530
09/23/1978,Princeton,1500
09/23/1978,Cornell,1500
09/23/1978,Western Michigan,1510
09/23/1978,Miami-Ohio,1490
09/23/1978,Temple,1490
09/23/1978,Pittsburgh,1520
09/23/1978,Southern Cal,1530
09/23/1978,Alabama,1510
09/23/1978,Auburn,1520
09/23/1978,Virginia Tech,1490
09/23/1978,Stephen F Austin,1480
09/23/1978,Lamar,1490
09/23/1978,Louisville,1510
09/23/1978,Cincinnati,1500
09/23/1978,Maryland,1530
09/23/1978,North Carolina,1500
09/23/1978,Michigan,1520
09/23/1978,Notre Dame,1480
09/23/1978,Arkansas,1520
09/23/1978,Oklahoma State,1470
09/23/1978,North Texas,1520
09/23/1978,New Mexico State,1510
09/23/1978,Mississippi State,1530
09/23/1978,Memphis,1490
09/23/1978,Wisconsin,1520
09/23/1978,Northwestern,1480
09/23/1978,Louisiana Tech,1500
09/23/1978,Texas-Arlington,1460
09/23/1978,South Carolina,1500
09/23/1978,Duke,1520
09/23/1978,East Carolina,1500
09/23/1978,UL-Lafayette,1470
09/23/1978,Florida State,1530
09/23/1978,Miami-Florida,1480
09/23/1978,West Texas A+M,1480
09/23/1978,Southern Illinois,1510
09/23/1978,Drake,1500
09/23/1978,Arkansas State,1480
09/23/1978,San Jose State,1490
09/23/1978,Colorado,1530
09/23/1978,Wyoming,1500
09/23/1978,Texas,1520
09/23/1978,McNeese State,1510
09/23/1978,Northwestern St(LA),1530
09/23/1978,Elon,1490
09/23/1978,Western Carolina,1480
09/23/1978,Texas Christian,1500
09/23/1978,Oregon,1470
09/23/1978,Furman,1490
09/23/1978,Vanderbilt,1500
09/23/1978,Ohio State,1500
09/23/1978,Minnesota,1500
09/23/1978,Virginia,1490
09/23/1978,Army,1500
09/23/1978,Chattanooga,1530
09/23/1978,Marshall,1490
09/23/1978,Stanford,1510
09/23/1978,Illinois,1480
09/23/1978,William + Mary,1530
09/23/1978,Villanova,1510
09/23/1978,Ohio,1500
09/23/1978,Purdue,1520
09/23/1978,Clemson,1500
09/23/1978,Georgia,1520
09/23/1978,Holy Cross,1530
09/23/1978,Air Force,1510
09/23/1978,Nevada-Las Vegas,1470
09/23/1978,New Mexico,1510
09/23/1978,Wake Forest,1490
09/23/1978,Louisiana State,1520
09/23/1978,Columbia,1510
09/23/1978,Harvard,1490
09/23/1978,Pacific,1470
09/23/1978,California,1510
09/23/1978,Oregon State,1480
09/23/1978,Tennessee,1490
09/23/1978,Baylor,1480
09/23/1978,Kentucky,1510
09/23/1978,Kansas State,1470
09/23/1978,Tulsa,1540
09/23/1978,Indiana State,1490
09/23/1978,Eastern Michigan,1480
09/23/1978,S-M-U,1510
09/23/1978,Penn State,1540
09/23/1978,Central Michigan,1510
09/23/1978,Alcorn State,1510
09/23/1978,Northern Illinois,1480
09/23/1978,UL-Monroe,1530
09/23/1978,Grand Valley State,1490
09/23/1978,Bowling Green,1510
09/23/1978,Richmond,1460
09/23/1978,Appalachian State,1530
09/23/1978,Tulane,1470
09/23/1978,Georgia Tech,1490
09/23/1978,Syracuse,1470
09/23/1978,Michigan State,1500
09/23/1978,Idaho,1470
09/23/1978,Wichita State,1510
09/23/1978,Arizona State,1510
09/23/1978,Washington State,1530
09/23/1978,U.C.L.A.,1510
09/23/1978,Kansas,1490
09/23/1978,Rice,1470
09/23/1978,Oklahoma,1530
09/23/1978,West Virginia,1490
09/23/1978,No Carolina State,1530
09/23/1978,Pennsylvania,1490
09/23/1978,Dartmouth,1510
09/23/1978,San Diego State,1480
09/23/1978,UTEP,1480
09/23/1978,Colorado State,1480
09/23/1978,Brigham Young,1510
09/23/1978,Illinois State,1470
09/23/1978,Kent State,1490
09/23/1978,Colgate,1480
09/23/1978,Lehigh,1510
09/23/1978,Arizona,1510
09/23/1978,Texas Tech,1500
09/23/1978,Fullerton State,1490
09/23/1978,Cal-San Luis Obispo,1510
09/23/1978,Utah,1500
09/23/1978,Houston,1500
09/23/1978,Mississippi,1500
09/23/1978,Missouri,1510
09/23/1978,Fresno State,1490
09/23/1978,Utah State,1530
09/29/1978,Lehigh,1500
09/29/1978,Pennsylvania,1500
09/29/1978,Michigan State,1490
09/29/1978,Southern Cal,1540
09/30/1978,Ball State,1540
09/30/1978,Central Michigan,1500
09/30/1978,Mississippi,1510
09/30/1978,Southern Miss,1500
09/30/1978,Washington,1500
09/30/1978,Oregon State,1470
09/30/1978,UL-Monroe,1540
09/30/1978,Northwestern St(LA),1520
09/30/1978,Utah State,1540
09/30/1978,Wyoming,1490
09/30/1978,Rhode Island,1510
09/30/1978,Brown,1480
09/30/1978,Long Beach State,1490
09/30/1978,Pacific,1480
09/30/1978,Miami-Florida,1490
09/30/1978,Kansas,1480
09/30/1978,Chattanooga,1530
09/30/1978,Middle Tennessee,1500
09/30/1978,Texas,1530
09/30/1978,Texas Tech,1490
09/30/1978,Illinois,1490
09/30/1978,Syracuse,1460
09/30/1978,Louisiana State,1530
09/30/1978,Rice,1460
09/30/1978,Minnesota,1490
09/30/1978,U.C.L.A.,1520
09/30/1978,Navy,1530
09/30/1978,Boston College,1470
09/30/1978,Santa Clara,1480
09/30/1978,San Jose State,1500
09/30/1978,Virginia Military,1500
09/30/1978,Virginia,1480
09/30/1978,Tulane,1460
09/30/1978,Stanford,1520
09/30/1978,Massachusetts,1480
09/30/1978,Harvard,1500
09/30/1978,East Carolina,1510
09/30/1978,Texas-Arlington,1450
09/30/1978,Purdue,1510
09/30/1978,Notre Dame,1490
09/30/1978,Nebraska,1520
09/30/1978,Indiana,1490
09/30/1978,Dayton,1500
09/30/1978,Miami-Ohio,1490
09/30/1978,Kentucky,1500
09/30/1978,Maryland,1540
09/30/1978,Ohio,1490
09/30/1978,Kent State,1500
09/30/1978,No Carolina State,1540
09/30/1978,Wake Forest,1480
09/30/1978,North Carolina,1490
09/30/1978,Pittsburgh,1530
09/30/1978,Oklahoma State,1460
09/30/1978,North Texas,1530
09/30/1978,Lafayette,1480
09/30/1978,Columbia,1520
09/30/1978,Eastern Michigan,1490
09/30/1978,Toledo,1460
09/30/1978,Connecticut,1470
09/30/1978,Yale,1520
09/30/1978,Cornell,1510
09/30/1978,Colgate,1470
09/30/1978,Tulsa,1530
09/30/1978,Arkansas,1530
09/30/1978,Cal-San Luis Obispo,1520
09/30/1978,Fresno State,1480
09/30/1978,Marshall,1480
09/30/1978,Western Carolina,1490
09/30/1978,Washington State,1530
09/30/1978,Army,1500
09/30/1978,Indiana State,1480
09/30/1978,Louisville,1520
09/30/1978,Houston,1510
09/30/1978,Florida State,1520
09/30/1978,Mississippi State,1520
09/30/1978,Florida,1500
09/30/1978,California,1520
09/30/1978,West Virginia,1480
09/30/1978,McNeese State,1500
09/30/1978,Louisiana Tech,1510
09/30/1978,Oregon,1460
09/30/1978,Wisconsin,1530
09/30/1978,William + Mary,1520
09/30/1978,Virginia Tech,1500
09/30/1978,Air Force,1500
09/30/1978,Kansas State,1480
09/30/1978,Iowa,1490
09/30/1978,Arizona,1520
09/30/1978,Baylor,1470
09/30/1978,Ohio State,1510
09/30/1978,Lamar,1480
09/30/1978,UL-Lafayette,1480
09/30/1978,Brigham Young,1520
09/30/1978,New Mexico,1500
09/30/1978,Furman,1500
09/30/1978,Appalachian State,1520
09/30/1978,Princeton,1490
09/30/1978,Rutgers,1510
09/30/1978,Dartmouth,1500
09/30/1978,Holy Cross,1540
09/30/1978,Bowling Green,1500
09/30/1978,Western Michigan,1520
09/30/1978,Drake,1490
09/30/1978,Iowa State,1540
09/30/1978,Northwestern,1470
09/30/1978,Colorado,1540
09/30/1978,UTEP,1470
09/30/1978,Arizona State,1520
09/30/1978,Wichita State,1520
09/30/1978,West Texas A+M,1470
09/30/1978,Memphis,1480
09/30/1978,Texas A+M,1530
09/30/1978,Georgia,1510
09/30/1978,South Carolina,1510
09/30/1978,Delaware,1490
09/30/1978,Temple,1500
09/30/1978,Texas Christian,1490
09/30/1978,Penn State,1550
09/30/1978,The Citadel,1500
09/30/1978,Georgia Tech,1500
09/30/1978,Fullerton State,1480
09/30/1978,Hawaii,1510
09/30/1978,Tennessee,1480
09/30/1978,Auburn,1530
09/30/1978,Colorado State,1470
09/30/1978,Utah,1510
09/30/1978,New Mexico State,1500
09/30/1978,Southern Illinois,1520
09/30/1978,Villanova,1500
09/30/1978,Clemson,1510
09/30/1978,Missouri,1500
09/30/1978,Oklahoma,1540
09/30/1978,Illinois State,1460
09/30/1978,Northern Illinois,1490
09/30/1978,Cincinnati,1490
09/30/1978,Richmond,1470
09/30/1978,Vanderbilt,1490
09/30/1978,Alabama,1520
09/30/1978,Duke,1510
09/30/1978,Michigan,1530
10/07/1978,Western Michigan,1530
10/07/1978,Kent State,1490
10/07/1978,Nebraska,1530
10/07/1978,Iowa State,1530
10/07/1978,Southern Illinois,1530
10/07/1978,Illinois State,1450
10/07/1978,Penn State,1560
10/07/1978,Kentucky,1490
10/07/1978,North Texas,1540
10/07/1978,West Texas A+M,1460
10/07/1978,Arizona State,1530
10/07/1978,Northwestern,1460
10/07/1978,Louisiana State,1540
10/07/1978,Florida,1490
10/07/1978,Miami-Ohio,1500
10/07/1978,North Carolina,1480
10/07/1978,Miami-Florida,1500
10/07/1978,Auburn,1520
10/07/1978,Mississippi State,1510
10/07/1978,Southern Miss,1510
10/07/1978,Central Michigan,1510
10/07/1978,Ohio,1480
10/07/1978,New Mexico,1510
10/07/1978,Wyoming,1480
10/07/1978,Temple,1500
10/07/1978,William + Mary,1520
10/07/1978,Tulane,1470
10/07/1978,Vanderbilt,1480
10/07/1978,Syracuse,1470
10/07/1978,West Virginia,1470
10/07/1978,Northwestern St(LA),1510
10/07/1978,Arkansas State,1490
10/07/1978,South Carolina,1500
10/07/1978,Georgia Tech,1510
10/07/1978,Pittsburgh,1540
10/07/1978,Boston College,1460
10/07/1978,Bucknell,1470
10/07/1978,Cornell,1520
10/07/1978,East Carolina,1520
10/07/1978,Virginia Military,1490
10/07/1978,Brown,1490
10/07/1978,Princeton,1480
10/07/1978,Louisiana Tech,1500
10/07/1978,UL-Lafayette,1490
10/07/1978,Indiana State,1470
10/07/1978,Ball State,1550
10/07/1978,Kansas,1470
10/07/1978,Colorado,1550
10/07/1978,Louisville,1510
10/07/1978,Tulsa,1540
10/07/1978,Utah State,1550
10/07/1978,Brigham Young,1510
10/07/1978,Richmond,1460
10/07/1978,Villanova,1510
10/07/1978,Northern Illinois,1480
10/07/1978,Long Beach State,1500
10/07/1978,Navy,1540
10/07/1978,Air Force,1490
10/07/1978,UL-Monroe,1540
10/07/1978,Lamar,1480
10/07/1978,Colgate,1460
10/07/1978,Harvard,1510
10/07/1978,Utah,1520
10/07/1978,Iowa,1480
10/07/1978,Alabama,1530
10/07/1978,Washington,1490
10/07/1978,San Jose State,1490
10/07/1978,Hawaii,1520
10/07/1978,Boston University,1510
10/07/1978,Dartmouth,1490
10/07/1978,Oklahoma,1550
10/07/1978,Texas,1520
10/07/1978,Akron,1490
10/07/1978,Eastern Michigan,1500
10/07/1978,Texas-Arlington,1460
10/07/1978,New Mexico State,1490
10/07/1978,Wake Forest,1470
10/07/1978,Purdue,1520
10/07/1978,Notre Dame,1500
10/07/1978,Michigan State,1480
10/07/1978,Oregon State,1480
10/07/1978,Minnesota,1480
10/07/1978,Oklahoma State,1450
10/07/1978,Kansas State,1490
10/07/1978,Houston,1520
10/07/1978,Baylor,1460
10/07/1978,Cincinnati,1480
10/07/1978,Florida State,1530
10/07/1978,Arizona,1510
10/07/1978,Michigan,1540
10/07/1978,Oregon,1450
10/07/1978,California,1530
10/07/1978,Bowling Green,1510
10/07/1978,Toledo,1450
10/07/1978,Virginia,1470
10/07/1978,Duke,1520
10/07/1978,No Carolina State,1530
10/07/1978,Maryland,1550
10/07/1978,Idaho,1460
10/07/1978,Nevada-Las Vegas,1480
10/07/1978,Army,1490
10/07/1978,Tennessee,1490
10/07/1978,Appalachian State,1510
10/07/1978,Chattanooga,1540
10/07/1978,Fresno State,1470
10/07/1978,San Diego State,1490
10/07/1978,Columbia,1510
10/07/1978,Pennsylvania,1510
10/07/1978,Indiana,1480
10/07/1978,Wisconsin,1540
10/07/1978,Nicholls State,1480
10/07/1978,McNeese State,1510
10/07/1978,Fullerton State,1470
10/07/1978,Pacific,1490
10/07/1978,S-M-U,1510
10/07/1978,Ohio State,1510
10/07/1978,Wofford,1480
10/07/1978,Furman,1510
10/07/1978,Virginia Tech,1490
10/07/1978,Clemson,1520
10/07/1978,Texas Tech,1480
10/07/1978,Texas A+M,1540
10/07/1978,UTEP,1460
10/07/1978,Colorado State,1480
10/07/1978,Stanford,1510
10/07/1978,U.C.L.A.,1530
10/07/1978,Marshall,1470
10/07/1978,The Citadel,1510
10/07/1978,Rutgers,1520
10/07/1978,Yale,1510
10/07/1978,Mississippi,1500
10/07/1978,Georgia,1520
10/07/1978,Texas Christian,1480
10/07/1978,Arkansas,1540
10/07/1978,Illinois,1480
10/07/1978,Missouri,1510
10/07/1978,Wichita State,1510
10/07/1978,Drake,1500
10/14/1978,Holy Cross,1550
10/14/1978,Army,1480
10/14/1978,Nevada-Reno,1520
10/14/1978,Fullerton State,1460
10/14/1978,Miami-Ohio,1510
10/14/1978,Marshall,1460
10/14/1978,Iowa,1470
10/14/1978,Minnesota,1490
10/14/1978,Michigan State,1490
10/14/1978,Michigan,1530
10/14/1978,Virginia Military,1500
10/14/1978,Richmond,1450
10/14/1978,Florida,1480
10/14/1978,Alabama,1540
10/14/1978,West Virginia,1460
10/14/1978,Virginia Tech,1500
10/14/1978,Pacific,1500
10/14/1978,Fresno State,1460
10/14/1978,Tulsa,1530
10/14/1978,New Mexico State,1500
10/14/1978,Cincinnati,1470
10/14/1978,Temple,1510
10/14/1978,Auburn,1530
10/14/1978,Vanderbilt,1470
10/14/1978,Texas Tech,1490
10/14/1978,New Mexico,1500
10/14/1978,Boston College,1450
10/14/1978,Tulane,1480
10/14/1978,Brigham Young,1520
10/14/1978,Oregon,1440
10/14/1978,Maryland,1560
10/14/1978,Syracuse,1460
10/14/1978,UL-Lafayette,1480
10/14/1978,Texas-Arlington,1470
10/14/1978,Oklahoma,1560
10/14/1978,Kansas,1460
10/14/1978,Ohio,1470
10/14/1978,South Carolina,1510
10/14/1978,Ball State,1540
10/14/1978,Louisiana Tech,1510
10/14/1978,Connecticut,1460
10/14/1978,Rutgers,1530
10/14/1978,Miami-Florida,1490
10/14/1978,Georgia Tech,1520
10/14/1978,Toledo,1440
10/14/1978,Western Michigan,1540
10/14/1978,Yale,1500
10/14/1978,Dartmouth,1500
10/14/1978,Colorado,1540
10/14/1978,Oklahoma State,1460
10/14/1978,Drake,1490
10/14/1978,Indiana State,1480
10/14/1978,East Carolina,1510
10/14/1978,Southern Miss,1520
10/14/1978,Western Illinois,1480
10/14/1978,Northern Illinois,1490
10/14/1978,Colorado State,1490
10/14/1978,Air Force,1480
10/14/1978,Georgia,1530
10/14/1978,Louisiana State,1530
10/14/1978,Arkansas State,1500
10/14/1978,Southern Illinois,1520
10/14/1978,Pennsylvania,1500
10/14/1978,Brown,1500
10/14/1978,Kentucky,1500
10/14/1978,Mississippi,1490
10/14/1978,Iowa State,1520
10/14/1978,Missouri,1520
10/14/1978,Princeton,1470
10/14/1978,Columbia,1520
10/14/1978,Long Beach State,1510
10/14/1978,Utah State,1540
10/14/1978,Wichita State,1500
10/14/1978,Memphis,1490
10/14/1978,Colgate,1470
10/14/1978,Villanova,1500
10/14/1978,Southern Cal,1530
10/14/1978,Arizona State,1540
10/14/1978,North Texas,1530
10/14/1978,Texas,1530
10/14/1978,Rice,1470
10/14/1978,Texas Christian,1470
10/14/1978,Wisconsin,1540
10/14/1978,Illinois,1480
10/14/1978,Pittsburgh,1530
10/14/1978,Notre Dame,1510
10/14/1978,Clemson,1530
10/14/1978,Virginia,1460
10/14/1978,Cornell,1530
10/14/1978,Harvard,1500
10/14/1978,Ohio State,1500
10/14/1978,Purdue,1530
10/14/1978,Appalachian State,1520
10/14/1978,Lenoir-Rhyne,1490
10/14/1978,Furman,1520
10/14/1978,East Tennessee St,1500
10/14/1978,California,1540
10/14/1978,Arizona,1500
10/14/1978,Kent State,1480
10/14/1978,Bowling Green,1520
10/14/1978,San Jose State,1480
10/14/1978,Boise State,1530
10/14/1978,North Carolina,1490
10/14/1978,Wake Forest,1460
10/14/1978,S-M-U,1520
10/14/1978,Baylor,1450
10/14/1978,Jacksonville St,1490
10/14/1978,Chattanooga,1550
10/14/1978,Hawaii,1510
10/14/1978,Nevada-Las Vegas,1490
10/14/1978,Weber State,1480
10/14/1978,Utah,1530
10/14/1978,Lamar,1470
10/14/1978,West Texas A+M,1470
10/14/1978,Duke,1510
10/14/1978,Navy,1550
10/14/1978,Florida State,1520
10/14/1978,Mississippi State,1520
10/14/1978,UL-Monroe,1530
10/14/1978,McNeese State,1520
10/14/1978,San Diego State,1480
10/14/1978,Wyoming,1490
10/14/1978,Washington,1500
10/14/1978,Stanford,1500
10/14/1978,James Madison,1490
10/14/1978,William + Mary,1530
10/14/1978,Texas A+M,1530
10/14/1978,Houston,1530
10/14/1978,Northwestern,1450
10/14/1978,Indiana,1490
10/14/1978,The Citadel,1500
10/14/1978,Western Carolina,1500
10/14/1978,Illinois State,1440
10/14/1978,Central Michigan,1520
10/14/1978,Washington State,1520
10/14/1978,U.C.L.A.,1540
10/14/1978,Kansas State,1480
10/14/1978,Nebraska,1540
10/14/1978,Northwestern St(LA),1500
10/14/1978,Louisville,1520
10/21/1978,Purdue,1540
10/21/1978,Illinois,1470
10/21/1978,Fullerton State,1470
10/21/1978,Long Beach State,1500
10/21/1978,Bowling Green,1510
10/21/1978,Miami-Ohio,1520
10/21/1978,Louisiana State,1540
10/21/1978,Kentucky,1490
10/21/1978,Mississippi,1480
10/21/1978,South Carolina,1520
10/21/1978,Michigan,1540
10/21/1978,Wisconsin,1530
10/21/1978,Oregon,1430
10/21/1978,Washington,1510
10/21/1978,U.C.L.A.,1550
10/21/1978,California,1530
10/21/1978,Marshall,1450
10/21/1978,Kent State,1490
10/21/1978,Columbia,1520
10/21/1978,Yale,1500
10/21/1978,Pennsylvania,1490
10/21/1978,Lafayette,1490
10/21/1978,McNeese State,1510
10/21/1978,Arkansas State,1510
10/21/1978,Louisiana Tech,1520
10/21/1978,Northwestern St(LA),1490
10/21/1978,Baylor,1460
10/21/1978,Texas A+M,1520
10/21/1978,Kansas,1450
10/21/1978,Oklahoma State,1470
10/21/1978,Nevada-Las Vegas,1500
10/21/1978,Colorado State,1480
10/21/1978,S E Louisiana,1510
10/21/1978,UL-Monroe,1520
10/21/1978,Villanova,1490
10/21/1978,Rutgers,1540
10/21/1978,Dartmouth,1490
10/21/1978,Harvard,1510
10/21/1978,Oklahoma,1570
10/21/1978,Iowa State,1510
10/21/1978,Fresno State,1450
10/21/1978,San Jose State,1490
10/21/1978,Florida State,1510
10/21/1978,Pittsburgh,1540
