GameDate,VisitingTeamName,VisitingTeamScore,HomeTeamName,HomeTeamScore,Line
09/01/1978,Penn State,10,Temple,7,-24.5
09/02/1978,East Carolina,14,Western Carolina,6,
09/02/1978,Southern Miss,10,Richmond,7,
09/02/1978,Nebraska,3,Alabama,20,11.5
09/02/1978,Arkansas State,20,Tulsa,21,1
09/02/1978,Texas-Arlington,23,Drake,25,
09/02/1978,West Texas A+M,0,Mississippi State,28,12
09/02/1978,Eastern Michigan,3,Northern Michigan,30,
09/02/1978,UTEP,0,North Texas,49,
09/03/1978,Utah State,10,Idaho State,0,
09/09/1978,Northwestern,0,Illinois,0,11
09/09/1978,Missouri,3,Notre Dame,0,17
09/09/1978,Long Beach State,10,UL-Lafayette,0,
09/09/1978,Marshall,17,Toledo,0,
09/09/1978,Florida State,28,Syracuse,0,-1.5
09/09/1978,Nicholls State,0,UL-Monroe,3,
09/09/1978,Mississippi State,17,North Texas,5,4
09/09/1978,Brigham Young,10,Oregon State,6,-5
09/09/1978,Southern Miss,21,Arkansas State,6,
09/09/1978,U.C.L.A.,10,Washington,7,-1
09/09/1978,New Mexico State,14,Indiana State,9,
09/09/1978,Virginia Military,3,William + Mary,10,
09/09/1978,West Texas A+M,18,Texas-Arlington,10,
09/09/1978,Texas A+M,37,Kansas,10,-12
09/09/1978,Virginia,0,Wake Forest,14,2
09/09/1978,Memphis,7,Mississippi,14,10.5
09/09/1978,Richmond,12,West Virginia,14,11
09/09/1978,Chattanooga,42,Western Kentucky,15,
09/09/1978,Texas Tech,9,Southern Cal,17,18
09/09/1978,New Hampshire,14,Holy Cross,19,
09/09/1978,Iowa State,23,Rice,19,-19
09/09/1978,Oklahoma State,10,Wichita State,20,-10.5
09/09/1978,Tennessee Tech,22,Western Carolina,20,
09/09/1978,Fresno State,16,McNeese State,21,
09/09/1978,Lamar,17,Northwestern St(LA),21,
09/09/1978,New Mexico,16,Hawaii,22,
09/09/1978,Eastern Michigan,22,Ohio,23,
09/09/1978,Oregon,7,Colorado,24,20.5
09/09/1978,Air Force,34,UTEP,25,
09/09/1978,Rutgers,10,Penn State,26,21
09/09/1978,Illinois State,17,Western Michigan,27,
09/09/1978,Georgia Tech,10,Duke,28,-2
09/09/1978,Presbyterian,17,The Citadel,28,
09/09/1978,East Carolina,13,No Carolina State,29,
09/09/1978,Oklahoma,35,Stanford,29,-13.5
09/09/1978,Kansas State,0,Arizona,31,10.5
09/09/1978,Tulane,7,Maryland,31,12
09/09/1978,Idaho,14,San Jose State,31,
09/09/1978,Tulsa,35,Virginia Tech,33,16
09/09/1978,Nevada-Las Vegas,7,Washington State,34,
09/09/1978,Wofford,14,Appalachian State,35,
09/09/1978,Bowling Green,28,Villanova,35,
09/09/1978,California,26,Nebraska,36,10
09/09/1978,Miami-Ohio,14,Ball State,38,
09/09/1978,Southern Illinois,14,Drake,38,
09/09/1978,Kent State,0,Central Michigan,41,
09/09/1978,Pacific,7,Arizona State,42,
09/09/1978,Fullerton State,12,Boise State,42,
09/09/1978,Furman,10,South Carolina,45,
09/09/1978,Texas Christian,14,S-M-U,45,12
09/09/1978,South Dakota State,7,Louisville,54,
09/09/1978,Idaho State,0,Utah,56,
09/16/1978,U.C.L.A.,13,Tennessee,0,-6.5
09/16/1978,Penn State,19,Ohio State,0,6
09/16/1978,Navy,32,Virginia,0,-7
09/16/1978,Texas,34,Rice,0,-27
09/16/1978,William + Mary,27,Connecticut,3,
09/16/1978,Pittsburgh,24,Tulane,6,-11.5
09/16/1978,Virginia Tech,28,Wake Forest,6,-4.5
09/16/1978,Western Kentucky,28,Illinois State,6,
09/16/1978,Bowling Green,43,Eastern Michigan,6,
09/16/1978,Richmond,6,Wisconsin,7,13
09/16/1978,Chattanooga,12,Louisiana Tech,7,
09/16/1978,Air Force,18,Boston College,7,18
09/16/1978,Appalachian State,28,Marshall,7,
09/16/1978,UL-Lafayette,3,Tulsa,10,
09/16/1978,Southern Cal,37,Oregon,10,-19
09/16/1978,McNeese State,45,West Texas A+M,13,
09/16/1978,East Carolina,10,North Carolina,14,
09/16/1978,San Diego State,13,Iowa State,14,12
09/16/1978,Kentucky,14,South Carolina,14,-5
09/16/1978,New Mexico,16,Wichita State,14,
09/16/1978,Northwestern St(LA),21,Stephen F Austin,14,
09/16/1978,Nevada-Reno,23,Nevada-Las Vegas,14,
09/16/1978,Holy Cross,27,Colgate,14,9
09/16/1978,UC-Davis,31,Pacific,14,
09/16/1978,Fresno State,55,Weber State,14,
09/16/1978,Baylor,14,Georgia,16,-2
09/16/1978,Houston,3,Memphis,17,-7.5
09/16/1978,Miami-Florida,7,Colorado,17,13.5
09/16/1978,Maryland,24,Louisville,17,-7
09/16/1978,Central Michigan,37,Miami-Ohio,18,
09/16/1978,Long Beach State,13,Boise State,19,
09/16/1978,Northwestern,3,Iowa,20,14
09/16/1978,Utah State,21,Colorado State,20,
09/16/1978,Southern Illinois,22,Lamar,20,
09/16/1978,Alabama,38,Missouri,20,-12
09/16/1978,Oregon State,7,Arizona,21,12
09/16/1978,Arkansas State,13,UL-Monroe,21,
09/16/1978,Michigan State,14,Purdue,21,-3
09/16/1978,Western Carolina,14,East Tennessee St,21,
09/16/1978,Villanova,25,Massachusetts,21,
09/16/1978,California,34,Georgia Tech,22,-2
09/16/1978,Lafayette,14,Army,24,
09/16/1978,Brigham Young,17,Arizona State,24,6
09/16/1978,Indiana,17,Louisiana State,24,13.5
09/16/1978,Bucknell,14,Virginia Military,25,
09/16/1978,S-M-U,35,Florida,25,4
09/16/1978,Southern Miss,14,Cincinnati,26,
09/16/1978,Kent State,3,Ball State,27,
09/16/1978,Syracuse,19,No Carolina State,27,13
09/16/1978,Idaho,0,Washington State,28,
09/16/1978,Texas-Arlington,23,North Texas,28,
09/16/1978,Temple,36,Drake,29,
09/16/1978,South Dakota,11,Wyoming,30,
09/16/1978,Western Michigan,44,Northern Illinois,30,
09/16/1978,Illinois,0,Michigan,31,25
09/16/1978,Kansas,2,Washington,31,18.5
09/16/1978,Carson-Newman,14,Furman,31,
09/16/1978,Western Illinois,20,Indiana State,31,
09/16/1978,Auburn,45,Kansas State,32,-9.5
09/16/1978,Santa Clara,20,Fullerton State,35,
09/16/1978,UTEP,32,New Mexico State,35,
09/16/1978,San Jose State,9,Stanford,38,14.5
09/16/1978,Toledo,12,Minnesota,38,
09/16/1978,Oklahoma State,20,Florida State,38,14
09/16/1978,Vanderbilt,17,Arkansas,48,25
09/16/1978,West Virginia,10,Oklahoma,52,32
09/16/1978,Hawaii,10,Nebraska,56,
09/16/1978,The Citadel,3,Clemson,58,
09/23/1978,Yale,21,Brown,0,4
09/23/1978,Navy,30,Connecticut,0,
09/23/1978,Iowa State,31,Iowa,0,-2.5
09/23/1978,Texas A+M,37,Boston College,2,-15
09/23/1978,Western Michigan,3,Miami-Ohio,7,
09/23/1978,Auburn,18,Virginia Tech,7,-1
09/23/1978,Arkansas,19,Oklahoma State,7,-18.5
09/23/1978,Wisconsin,28,Northwestern,7,-6.5
09/23/1978,East Carolina,38,UL-Lafayette,9,
09/23/1978,Drake,0,Arkansas State,10,
09/23/1978,McNeese State,7,Northwestern St(LA),10,
09/23/1978,Texas Christian,14,Oregon,10,6
09/23/1978,Ohio State,27,Minnesota,10,-18.5
09/23/1978,Stanford,35,Illinois,10,-8.5
09/23/1978,Clemson,0,Georgia,12,-5
09/23/1978,Wake Forest,11,Louisiana State,13,29
09/23/1978,Oregon State,13,Tennessee,13,13.5
09/23/1978,Rutgers,27,Bucknell,13,
09/23/1978,Virginia Military,3,The Citadel,14,
09/23/1978,Washington,7,Indiana,14,-9
09/23/1978,Princeton,14,Cornell,14,-6
09/23/1978,Southern Cal,24,Alabama,14,10.5
09/23/1978,Louisville,28,Cincinnati,14,
09/23/1978,Michigan,28,Notre Dame,14,1
09/23/1978,Mississippi State,44,Memphis,14,-2
09/23/1978,South Carolina,12,Duke,16,0
09/23/1978,West Texas A+M,3,Southern Illinois,17,
09/23/1978,Wyoming,3,Texas,17,
09/23/1978,Elon,7,Western Carolina,17,
09/23/1978,Furman,10,Vanderbilt,17,
09/23/1978,Virginia,21,Army,17,7
09/23/1978,William + Mary,21,Villanova,17,
09/23/1978,Holy Cross,35,Air Force,18,12
09/23/1978,Columbia,21,Harvard,19,8
09/23/1978,Toledo,0,Ball State,20,
09/23/1978,Temple,12,Pittsburgh,20,
09/23/1978,Stephen F Austin,18,Lamar,20,
09/23/1978,Maryland,21,North Carolina,20,2.5
09/23/1978,North Texas,22,New Mexico State,21,
09/23/1978,Louisiana Tech,28,Texas-Arlington,21,
09/23/1978,Florida State,31,Miami-Florida,21,-9
09/23/1978,San Jose State,7,Colorado,22,
09/23/1978,Chattanooga,27,Marshall,23,
09/23/1978,Ohio,0,Purdue,24,
09/23/1978,Nevada-Las Vegas,0,New Mexico,24,
09/23/1978,Pacific,6,California,24,
09/23/1978,Kansas State,14,Tulsa,24,1.5
09/23/1978,Central Michigan,16,Alcorn State,24,
09/23/1978,Richmond,19,Appalachian State,24,
09/23/1978,Baylor,21,Kentucky,25,7.5
09/23/1978,S-M-U,21,Penn State,26,15
09/23/1978,Indiana State,8,Eastern Michigan,27,
09/23/1978,Northern Illinois,10,UL-Monroe,27,
09/23/1978,Tulane,17,Georgia Tech,27,9
09/23/1978,Idaho,6,Wichita State,28,
09/23/1978,U.C.L.A.,24,Kansas,28,-16.5
09/23/1978,West Virginia,15,No Carolina State,29,14
09/23/1978,Pennsylvania,21,Dartmouth,31,-4
09/23/1978,San Diego State,24,UTEP,31,
09/23/1978,Colorado State,6,Brigham Young,32,
09/23/1978,Illinois State,3,Kent State,34,
09/23/1978,Colgate,7,Lehigh,38,
09/23/1978,Arizona,26,Texas Tech,41,-3
09/23/1978,Fullerton State,27,Cal-San Luis Obispo,41,
09/23/1978,Utah,25,Houston,42,
09/23/1978,Mississippi,14,Missouri,45,1
09/23/1978,Fresno State,22,Utah State,45,
09/23/1978,Grand Valley State,3,Bowling Green,49,
09/23/1978,Syracuse,21,Michigan State,49,7.5
09/23/1978,Arizona State,26,Washington State,51,0
09/23/1978,Rice,7,Oklahoma,66,42
09/29/1978,Lehigh,13,Pennsylvania,21,
09/29/1978,Michigan State,9,Southern Cal,30,13.5
09/30/1978,Ball State,27,Central Michigan,0,
09/30/1978,Washington,34,Oregon State,0,-13.5
09/30/1978,UL-Monroe,46,Northwestern St(LA),0,
09/30/1978,Rhode Island,17,Brown,3,
09/30/1978,Miami-Florida,38,Kansas,6,-1
09/30/1978,Texas,24,Texas Tech,7,-14
09/30/1978,Louisiana State,37,Rice,7,-24
09/30/1978,Navy,19,Boston College,8,-1
09/30/1978,Virginia Military,17,Virginia,9,3
09/30/1978,Massachusetts,0,Harvard,10,
09/30/1978,Purdue,6,Notre Dame,10,13
09/30/1978,Dayton,10,Miami-Ohio,10,
09/30/1978,No Carolina State,34,Wake Forest,10,-13
09/30/1978,Oklahoma State,7,North Texas,12,
09/30/1978,Eastern Michigan,17,Toledo,12,
09/30/1978,Cornell,21,Colgate,12,5.5
09/30/1978,Cal-San Luis Obispo,24,Fresno State,12,
09/30/1978,Mississippi,16,Southern Miss,13,
09/30/1978,Utah State,20,Wyoming,13,
09/30/1978,Long Beach State,0,Pacific,14,
09/30/1978,Chattanooga,14,Middle Tennessee,14,
09/30/1978,Illinois,28,Syracuse,14,6.5
09/30/1978,Minnesota,3,U.C.L.A.,17,16
09/30/1978,Santa Clara,7,San Jose State,17,
09/30/1978,Tulane,14,Stanford,17,15
09/30/1978,East Carolina,23,Texas-Arlington,17,
09/30/1978,Nebraska,69,Indiana,17,-7.5
09/30/1978,Kentucky,3,Maryland,20,4.5
09/30/1978,Ohio,14,Kent State,20,
09/30/1978,North Carolina,16,Pittsburgh,20,-6.5
09/30/1978,Lafayette,0,Columbia,21,
09/30/1978,Connecticut,7,Yale,21,
09/30/1978,Tulsa,13,Arkansas,21,33
09/30/1978,Marshall,14,Western Carolina,21,
09/30/1978,Washington State,21,Army,21,-16
09/30/1978,Houston,27,Florida State,21,6.5
09/30/1978,California,28,West Virginia,21,-11
09/30/1978,Oregon,19,Wisconsin,22,13
09/30/1978,William + Mary,19,Virginia Tech,22,
09/30/1978,Iowa,3,Arizona,23,6
09/30/1978,Lamar,16,UL-Lafayette,23,
09/30/1978,Brigham Young,27,New Mexico,23,
09/30/1978,Princeton,0,Rutgers,24,12
09/30/1978,Bowling Green,20,Western Michigan,24,
09/30/1978,UTEP,0,Arizona State,27,
09/30/1978,Georgia,10,South Carolina,27,4
09/30/1978,The Citadel,0,Georgia Tech,28,
09/30/1978,Tennessee,10,Auburn,29,4.5
09/30/1978,Colorado State,6,Utah,30,
09/30/1978,Villanova,0,Clemson,31,
09/30/1978,Indiana State,12,Louisville,31,
09/30/1978,Mississippi State,0,Florida,34,-6
09/30/1978,McNeese State,20,Louisiana Tech,34,
09/30/1978,Air Force,21,Kansas State,34,6.5
09/30/1978,Baylor,28,Ohio State,34,14
09/30/1978,Furman,52,Appalachian State,34,
09/30/1978,Dartmouth,0,Holy Cross,35,7
09/30/1978,Drake,7,Iowa State,35,
09/30/1978,Wichita State,38,West Texas A+M,37,
09/30/1978,Delaware,7,Temple,38,
09/30/1978,Fullerton State,33,Hawaii,42,
09/30/1978,New Mexico State,39,Southern Illinois,43,
09/30/1978,Missouri,23,Oklahoma,45,16
09/30/1978,Illinois State,21,Northern Illinois,49,
09/30/1978,Cincinnati,28,Richmond,51,
09/30/1978,Vanderbilt,28,Alabama,51,29
09/30/1978,Duke,0,Michigan,52,17
09/30/1978,Northwestern,7,Colorado,55,27
09/30/1978,Memphis,0,Texas A+M,58,21
09/30/1978,Texas Christian,0,Penn State,58,30
10/07/1978,Western Michigan,14,Kent State,0,
10/07/1978,Nebraska,23,Iowa State,0,-5.5
10/07/1978,Southern Illinois,26,Illinois State,0,
10/07/1978,Penn State,30,Kentucky,0,-7.5
10/07/1978,North Texas,35,West Texas A+M,0,
10/07/1978,Miami-Ohio,7,North Carolina,3,
10/07/1978,Central Michigan,17,Ohio,3,
10/07/1978,Tulane,38,Vanderbilt,3,-1.5
10/07/1978,South Carolina,3,Georgia Tech,6,-3
10/07/1978,East Carolina,19,Virginia Military,6,
10/07/1978,Indiana State,0,Ball State,7,
10/07/1978,Utah State,24,Brigham Young,7,
10/07/1978,Navy,37,Air Force,8,-8
10/07/1978,Utah,13,Iowa,9,
10/07/1978,Oklahoma,31,Texas,10,-8
10/07/1978,Wake Forest,7,Purdue,14,17
10/07/1978,Oregon State,17,Minnesota,14,7.5
10/07/1978,Arizona State,56,Northwestern,14,-15
10/07/1978,Miami-Florida,17,Auburn,15,7
10/07/1978,New Mexico,19,Wyoming,15,
10/07/1978,Syracuse,31,West Virginia,15,0
10/07/1978,Pittsburgh,32,Boston College,15,-14
10/07/1978,Brown,44,Princeton,16,1.5
10/07/1978,Kansas,7,Colorado,17,18
10/07/1978,Richmond,14,Villanova,17,
10/07/1978,UL-Monroe,17,Lamar,17,
10/07/1978,Alabama,20,Washington,17,-7
10/07/1978,Boston University,20,Dartmouth,17,
10/07/1978,Texas-Arlington,28,New Mexico State,17,
10/07/1978,Oklahoma State,7,Kansas State,18,-3.5
10/07/1978,Houston,20,Baylor,18,-2
10/07/1978,Virginia,13,Duke,20,20.5
10/07/1978,Arizona,17,Michigan,21,21
10/07/1978,Oregon,18,California,21,20.5
10/07/1978,Louisiana State,34,Florida,21,-6
10/07/1978,Mississippi State,17,Southern Miss,22,
10/07/1978,Temple,22,William + Mary,22,
10/07/1978,Northwestern St(LA),14,Arkansas State,23,
10/07/1978,Bucknell,0,Cornell,24,
10/07/1978,Louisiana Tech,6,UL-Lafayette,24,
10/07/1978,Louisville,7,Tulsa,24,
10/07/1978,Northern Illinois,19,Long Beach State,24,
10/07/1978,Colgate,21,Harvard,24,6.5
10/07/1978,San Jose State,11,Hawaii,25,
10/07/1978,Akron,14,Eastern Michigan,25,
10/07/1978,Notre Dame,29,Michigan State,25,-6.5
10/07/1978,Cincinnati,21,Florida State,26,
10/07/1978,Stanford,26,U.C.L.A.,27,6.5
10/07/1978,Rutgers,28,Yale,27,-3.5
10/07/1978,Bowling Green,45,Toledo,27,
10/07/1978,No Carolina State,7,Maryland,31,7
10/07/1978,Army,13,Tennessee,31,13.5
10/07/1978,Fresno State,14,San Diego State,31,
10/07/1978,Columbia,19,Pennsylvania,31,7
10/07/1978,Indiana,7,Wisconsin,34,-4
10/07/1978,Nicholls State,10,McNeese State,35,
10/07/1978,Fullerton State,17,Pacific,35,
10/07/1978,S-M-U,35,Ohio State,35,13.5
10/07/1978,Wofford,12,Furman,36,
10/07/1978,Virginia Tech,7,Clemson,38,14
10/07/1978,Texas Tech,9,Texas A+M,38,19
10/07/1978,UTEP,29,Colorado State,39,
10/07/1978,Marshall,0,The Citadel,41,
10/07/1978,Mississippi,3,Georgia,42,3.5
10/07/1978,Texas Christian,3,Arkansas,42,34
10/07/1978,Illinois,3,Missouri,45,15
10/07/1978,Wichita State,22,Drake,48,
10/07/1978,Idaho,14,Nevada-Las Vegas,53,
10/07/1978,Appalachian State,14,Chattanooga,72,
10/14/1978,Holy Cross,31,Army,0,3.5
10/14/1978,Miami-Ohio,29,Marshall,3,
10/14/1978,Virginia Military,23,Richmond,6,
10/14/1978,Pacific,27,Fresno State,7,
10/14/1978,Auburn,49,Vanderbilt,7,-11
10/14/1978,Boston College,3,Tulane,9,9
10/14/1978,Maryland,24,Syracuse,9,-13.5
10/14/1978,Connecticut,0,Rutgers,10,
10/14/1978,Yale,3,Dartmouth,10,-7
10/14/1978,Drake,0,Indiana State,13,
10/14/1978,Colorado State,31,Air Force,13,-1
10/14/1978,Pennsylvania,0,Brown,14,6
10/14/1978,Princeton,10,Columbia,14,3.5
10/14/1978,Colgate,20,Villanova,14,
10/14/1978,Rice,21,Texas Christian,14,7.5
10/14/1978,Clemson,30,Virginia,14,-20
10/14/1978,Furman,35,East Tennessee St,14,
10/14/1978,Nevada-Reno,37,Fullerton State,14,
10/14/1978,Michigan State,24,Michigan,15,15
10/14/1978,West Virginia,3,Virginia Tech,16,5
10/14/1978,Cincinnati,13,Temple,16,
10/14/1978,Brigham Young,17,Oregon,16,-6.5
10/14/1978,Oklahoma,17,Kansas,16,-26
10/14/1978,Ball State,7,Louisiana Tech,17,
10/14/1978,Toledo,7,Western Michigan,17,
10/14/1978,East Carolina,16,Southern Miss,17,
10/14/1978,Georgia,24,Louisiana State,17,7
10/14/1978,Kentucky,24,Mississippi,17,0
10/14/1978,Long Beach State,33,Utah State,17,
10/14/1978,Southern Cal,7,Arizona State,20,-13.5
10/14/1978,Wisconsin,20,Illinois,20,-6
10/14/1978,Cornell,25,Harvard,20,4
10/14/1978,California,33,Arizona,20,0
10/14/1978,S-M-U,28,Baylor,21,-2.5
10/14/1978,Iowa,20,Minnesota,22,5.5
10/14/1978,Florida,12,Alabama,23,24
10/14/1978,Tulsa,20,New Mexico State,23,
10/14/1978,Texas Tech,36,New Mexico,23,-4
10/14/1978,UL-Lafayette,3,Texas-Arlington,24,
10/14/1978,Ohio,7,South Carolina,24,
10/14/1978,Miami-Florida,19,Georgia Tech,24,-2
10/14/1978,Colorado,20,Oklahoma State,24,-10.5
10/14/1978,Western Illinois,20,Northern Illinois,24,
10/14/1978,Arkansas State,26,Southern Illinois,24,
10/14/1978,Iowa State,13,Missouri,26,7
10/14/1978,Wichita State,13,Memphis,26,
10/14/1978,North Texas,16,Texas,26,
10/14/1978,Pittsburgh,17,Notre Dame,26,5.5
10/14/1978,Ohio State,16,Purdue,27,-7.5
10/14/1978,Kent State,20,Bowling Green,28,
10/14/1978,Jacksonville St,21,Chattanooga,28,
10/14/1978,Appalachian State,49,Lenoir-Rhyne,28,
10/14/1978,North Carolina,34,Wake Forest,29,-12.5
10/14/1978,Weber State,7,Utah,30,
10/14/1978,San Jose State,15,Boise State,30,
10/14/1978,Hawaii,20,Nevada-Las Vegas,30,
10/14/1978,Duke,8,Navy,31,3.5
10/14/1978,UL-Monroe,10,McNeese State,31,
10/14/1978,San Diego State,22,Wyoming,31,
10/14/1978,Washington,34,Stanford,31,-1
10/14/1978,James Madison,7,William + Mary,32,
10/14/1978,Texas A+M,0,Houston,33,-8
10/14/1978,Northwestern,10,Indiana,38,18.5
10/14/1978,The Citadel,24,Western Carolina,38,
10/14/1978,Illinois State,7,Central Michigan,45,
10/14/1978,Washington State,31,U.C.L.A.,45,10.5
10/14/1978,Kansas State,14,Nebraska,48,27
10/14/1978,Northwestern St(LA),7,Louisville,51,
10/14/1978,Lamar,16,West Texas A+M,55,
10/14/1978,Florida State,27,Mississippi State,55,-1.5
10/21/1978,Purdue,13,Illinois,0,-9.5
10/21/1978,Louisiana State,21,Kentucky,0,0
10/21/1978,Michigan,42,Wisconsin,0,-16
10/21/1978,U.C.L.A.,45,California,0,-2.5
10/21/1978,Columbia,3,Yale,3,11
10/21/1978,McNeese State,3,Arkansas State,6,
10/21/1978,Baylor,24,Texas A+M,6,13
10/21/1978,Nevada-Las Vegas,33,Colorado State,6,
10/21/1978,Oklahoma,34,Iowa State,6,-16
10/21/1978,Florida State,3,Pittsburgh,7,7.5
10/21/1978,Texas Christian,13,Tulane,7,14
10/21/1978,Ball State,14,Illinois State,7,
10/21/1978,No Carolina State,34,North Carolina,7,1
10/21/1978,West Texas A+M,36,Indiana State,7,
10/21/1978,William + Mary,0,Navy,9,
10/21/1978,Chattanooga,13,Furman,9,
10/21/1978,Fullerton State,34,Long Beach State,9,
10/21/1978,Southern Miss,13,Memphis,10,
10/21/1978,Lehigh,14,Virginia Military,10,
10/21/1978,Georgia Tech,24,Auburn,10,6
10/21/1978,Western Carolina,26,Wofford,11,
10/21/1978,Colgate,12,Princeton,13,-1
10/21/1978,Brown,21,Cornell,13,-4
10/21/1978,Toledo,28,Ohio,14,
10/21/1978,Minnesota,38,Northwestern,14,-13.5
10/21/1978,Nebraska,52,Colorado,14,-9
10/21/1978,Missouri,56,Kansas State,14,-13.5
10/21/1978,Notre Dame,38,Air Force,15,-29
10/21/1978,Virginia Tech,7,Virginia,17,-6.5
10/21/1978,Utah State,16,Miami-Florida,17,
10/21/1978,Alabama,30,Tennessee,17,-15
10/21/1978,Texas-Arlington,37,Lamar,17,
10/21/1978,Bowling Green,7,Miami-Ohio,18,
10/21/1978,Mississippi,17,South Carolina,18,7.5
10/21/1978,Oregon,14,Washington,20,23.5
10/21/1978,Marshall,17,Kent State,20,
10/21/1978,Pennsylvania,19,Lafayette,20,
10/21/1978,Louisiana Tech,45,Northwestern St(LA),20,
10/21/1978,Kansas,7,Oklahoma State,21,6
10/21/1978,S E Louisiana,25,UL-Monroe,21,
10/21/1978,Villanova,9,Rutgers,24,
10/21/1978,Dartmouth,19,Harvard,24,1.5
10/21/1978,Fresno State,16,San Jose State,26,
10/21/1978,Tulsa,27,Cincinnati,26,
10/21/1978,Stanford,43,Washington State,27,-2.5
10/21/1978,Duke,8,Clemson,28,11.5
10/21/1978,Arkansas,21,Texas,28,-3.5
10/21/1978,West Virginia,27,Temple,28,
10/21/1978,Houston,42,S-M-U,28,0
10/21/1978,Texas Tech,42,Rice,28,-15
10/21/1978,Army,7,Florida,31,17.5
10/21/1978,Iowa,7,Ohio State,31,22
10/21/1978,Vanderbilt,10,Georgia,31,21
10/21/1978,Pacific,28,San Diego State,31,
10/21/1978,Eastern Michigan,0,Western Michigan,32,
10/21/1978,Southern Illinois,7,Wichita State,33,
10/21/1978,Northern Illinois,7,Central Michigan,34,
10/21/1978,Utah,21,Wyoming,34,
10/21/1978,Boston University,7,Louisville,35,
10/21/1978,New Mexico State,20,New Mexico,35,
10/21/1978,Oregon State,7,Southern Cal,38,25
10/21/1978,Wake Forest,0,Maryland,39,23
10/21/1978,The Citadel,14,Appalachian State,42,
10/21/1978,UTEP,0,Brigham Young,44,
10/21/1978,Syracuse,15,Penn State,45,23
10/21/1978,Indiana,14,Michigan State,49,11
10/27/1978,Arizona,14,U.C.L.A.,24,13.5
10/28/1978,Ball State,21,Eastern Michigan,0,
10/28/1978,New Mexico,21,UTEP,0,
10/28/1978,Maryland,27,Duke,0,-15.5
10/28/1978,Wyoming,13,Colorado State,3,
10/28/1978,Ohio,10,Western Michigan,7,
10/28/1978,Iowa State,13,Kansas,7,-6
10/28/1978,Dartmouth,14,Cornell,7,3
10/28/1978,Arkansas State,27,Texas-Arlington,7,
10/28/1978,Miami-Ohio,28,Toledo,7,
10/28/1978,Purdue,34,Iowa,7,-10.5
10/28/1978,Central Michigan,38,Bowling Green,7,
10/28/1978,Fullerton State,37,Fresno State,8,
10/28/1978,Clemson,33,No Carolina State,10,-1.5
10/28/1978,Mississippi,35,Vanderbilt,10,-13
10/28/1978,Western Carolina,41,Virginia Military,12,
10/28/1978,Furman,42,Marshall,12,
10/28/1978,Northern Illinois,14,Southern Illinois,13,
10/28/1978,Cincinnati,38,UL-Lafayette,13,
10/28/1978,Indiana State,0,UL-Monroe,14,
10/28/1978,North Texas,16,Louisiana Tech,14,
10/28/1978,Georgia,17,Kentucky,16,-5
10/28/1978,Nevada-Las Vegas,25,Montana,16,
10/28/1978,Florida State,38,Southern Miss,16,
10/28/1978,Florida,13,Georgia Tech,17,6.5
10/28/1978,Yale,17,Pennsylvania,17,-4
10/28/1978,Villanova,22,Youngstown State,17,
10/28/1978,Pacific,27,Hawaii,17,
10/28/1978,Northwestern St(LA),28,Nicholls State,18,
10/28/1978,Miami-Florida,0,Notre Dame,20,14
10/28/1978,Arkansas,9,Houston,20,-3
10/28/1978,Wake Forest,7,Auburn,21,16.5
10/28/1978,Pittsburgh,11,Navy,21,-4.5
10/28/1978,Delaware,14,The Citadel,21,
10/28/1978,Richmond,14,East Carolina,21,
10/28/1978,Baylor,28,Texas Christian,21,-16.5
10/28/1978,New Mexico State,31,Wichita State,21,
10/28/1978,Mississippi State,34,Tennessee,21,-5
10/28/1978,Penn State,49,West Virginia,21,-23
10/28/1978,Temple,56,Akron,21,
10/28/1978,S-M-U,3,Texas,22,10
10/28/1978,Oklahoma State,14,Nebraska,22,26
10/28/1978,North Carolina,24,South Carolina,22,5
10/28/1978,Oregon State,6,Stanford,24,18
10/28/1978,Harvard,24,Princeton,24,-1.5
10/28/1978,Kent State,10,Air Force,26,
10/28/1978,Illinois State,20,Western Illinois,26,
10/28/1978,San Diego State,25,Long Beach State,27,
10/28/1978,Colorado,28,Missouri,27,13
10/28/1978,Colgate,3,Army,28,9
10/28/1978,Chattanooga,24,McNeese State,28,
10/28/1978,Washington State,7,Oregon,31,-6
10/28/1978,Illinois,10,Indiana,31,7.5
10/28/1978,San Jose State,21,Utah State,31,
10/28/1978,Holy Cross,25,Brown,31,-6
10/28/1978,William + Mary,21,Louisville,33,
10/28/1978,East Tennessee St,35,Appalachian State,34,
10/28/1978,Virginia Tech,0,Alabama,35,27.5
10/28/1978,Rice,21,Texas A+M,38,26
10/28/1978,Arizona State,7,Washington,41,8.5
10/28/1978,Memphis,24,Tulane,41,2
10/28/1978,Minnesota,10,Michigan,42,24
10/28/1978,California,17,Southern Cal,42,16
10/28/1978,Drake,20,Tulsa,44,
10/28/1978,Wisconsin,2,Michigan State,55,14
10/28/1978,Kansas State,19,Oklahoma,56,37
10/28/1978,Northwestern,20,Ohio State,63,39
10/28/1978,Columbia,0,Rutgers,69,15
11/04/1978,Kentucky,28,Virginia Tech,0,-5.5
11/04/1978,Michigan,34,Iowa,0,-27
11/04/1978,Arkansas State,16,UL-Lafayette,6,
11/04/1978,Western Michigan,24,Marshall,6,
11/04/1978,Clemson,51,Wake Forest,6,-18.5
11/04/1978,Southern Cal,13,Stanford,7,-7.5
11/04/1978,Oklahoma,28,Colorado,7,-17.5
