GameDate,VisitingTeamName,VisitingTeamScore,HomeTeamName,HomeTeamScore,Line
11/10/2001,Western Illinois,17,South Florida,48,
11/10/2001,Washington,24,Oregon State,49,-3
11/10/2001,Memphis,28,Tennessee,49,24
11/10/2001,Kansas,0,Texas,59,35
11/10/2001,Tulsa,32,Rice,59,18
11/10/2001,Nevada-Reno,45,San Jose State,64,3.5
11/15/2001,Louisville,39,East Carolina,34,0
11/17/2001,UL-Monroe,16,Arkansas State,7,6
11/17/2001,Alabama,31,Auburn,7,3
11/17/2001,Boston College,38,Rutgers,7,-29.5
11/17/2001,Iowa State,49,Kansas,7,-9
11/17/2001,Nevada-Las Vegas,34,Air Force,10,2
11/17/2001,Oklahoma,30,Texas Tech,13,-7.5
11/17/2001,Temple,17,West Virginia,14,16
11/17/2001,S-M-U,24,Tulsa,14,-8.5
11/17/2001,Akron,41,Buffalo,14,-5.5
11/17/2001,Fresno State,61,Nevada-Reno,14,-20.5
11/17/2001,Georgia,35,Mississippi,15,2.5
11/17/2001,Michigan,20,Wisconsin,17,-5
11/17/2001,Colorado State,24,New Mexico,17,2.5
11/17/2001,Virginia Tech,31,Virginia,17,-14.5
11/17/2001,Maryland,23,No Carolina State,19,-4
11/17/2001,Clemson,15,South Carolina,20,5.5
11/17/2001,Central Michigan,17,Western Michigan,20,17.5
11/17/2001,Jacksonville St,3,Troy,21,
11/17/2001,U-A-B,43,Houston,21,-16
11/17/2001,Illinois,34,Ohio State,22,-1
11/17/2001,Oklahoma State,38,Baylor,22,-7
11/17/2001,Michigan State,14,Purdue,24,3
11/17/2001,UTEP,20,Rice,24,23
11/17/2001,Mississippi State,21,Arkansas,24,8
11/17/2001,Utah,21,Brigham Young,24,7
11/17/2001,Washington State,14,Washington,26,-1
11/17/2001,U.C.L.A.,0,Southern Cal,27,-3.5
11/17/2001,North Texas,50,Idaho,27,-3
11/17/2001,Eastern Michigan,7,Toledo,28,33
11/17/2001,Indiana,14,Penn State,28,3
11/17/2001,Ball State,29,Northern Illinois,33,10.5
11/17/2001,Georgia Tech,38,Wake Forest,33,-8
11/17/2001,Navy,16,Notre Dame,34,27.5
11/17/2001,California,28,Stanford,35,24
11/17/2001,Tennessee,38,Kentucky,35,-18
11/17/2001,Florida State,13,Florida,37,15.5
11/17/2001,Connecticut,14,Middle Tennessee,38,26
11/17/2001,Wyoming,16,San Diego State,38,6
11/17/2001,Louisiana Tech,7,Kansas State,40,21.5
11/17/2001,Army,10,Memphis,42,15
11/17/2001,Ohio,18,Marshall,42,25
11/17/2001,Minnesota,24,Iowa,42,12
11/17/2001,Bowling Green,43,Northwestern,42,6
11/17/2001,Northern Arizona,10,Oregon State,45,
11/17/2001,New Mexico State,49,UL-Lafayette,46,-8
11/17/2001,Duke,17,North Carolina,52,27.5
11/17/2001,Miami-Ohio,51,Hawaii,52,8
11/17/2001,Weber State,43,Utah State,55,
11/17/2001,San Jose State,6,Boise State,56,15.5
11/17/2001,Syracuse,0,Miami-Florida,59,21
11/17/2001,Tulane,6,Southern Miss,59,17.5
11/22/2001,Nicholls State,28,Arkansas State,22,
11/22/2001,Northwestern,28,Illinois,34,18
11/22/2001,Mississippi,28,Mississippi State,36,-3
11/23/2001,Texas,21,Texas A+M,7,-15
11/23/2001,California,20,Rutgers,10,-13
11/23/2001,Southern Miss,28,East Carolina,21,2.5
11/23/2001,Arizona,34,Arizona State,21,7.5
11/23/2001,Louisville,22,Texas Christian,37,-7.5
11/23/2001,San Jose State,21,Fresno State,40,28
11/23/2001,Arkansas,38,Louisiana State,41,9
11/23/2001,Toledo,21,Bowling Green,56,-3
11/23/2001,Nebraska,36,Colorado,62,-10
11/24/2001,Louisiana Tech,19,Tulsa,7,-20
11/24/2001,Purdue,7,Indiana,13,1
11/24/2001,Oklahoma State,16,Oklahoma,13,27.5
11/24/2001,Notre Dame,13,Stanford,17,8
11/24/2001,Iowa,14,Iowa State,17,-3.5
11/24/2001,Pittsburgh,23,West Virginia,17,-3
11/24/2001,Georgia,31,Georgia Tech,17,2.5
11/24/2001,Ohio State,26,Michigan,20,9.5
11/24/2001,Missouri,3,Kansas State,24,21
11/24/2001,Miami-Ohio,20,Kent State,24,-5.5
11/24/2001,Central Michigan,10,Boise State,26,27
11/24/2001,Ohio,7,No Carolina State,27,25
11/24/2001,Wyoming,14,Kansas,27,3.5
11/24/2001,UL-Lafayette,0,U-C-F,31,28
11/24/2001,Ball State,35,Western Michigan,31,10.5
11/24/2001,Nevada-Reno,48,UTEP,31,-5.5
11/24/2001,Idaho,27,Montana,33,
11/24/2001,Utah State,13,South Florida,34,6
11/24/2001,Cincinnati,36,Memphis,34,3
11/24/2001,Rice,20,S-M-U,37,-6
11/24/2001,Penn State,42,Michigan State,37,2.5
11/24/2001,Vanderbilt,0,Tennessee,38,25
11/24/2001,Youngstown State,24,Marshall,38,
11/24/2001,Northern Illinois,35,Wake Forest,38,10
11/24/2001,Boston College,28,Syracuse,39,4
11/24/2001,Wisconsin,31,Minnesota,42,-3
11/24/2001,Air Force,30,Hawaii,52,9
11/24/2001,New Mexico State,0,New Mexico,53,10
11/24/2001,Connecticut,7,Temple,56,19
11/24/2001,Southern Illinois,12,Baylor,56,
11/24/2001,Stephen F Austin,3,Texas Tech,58,
11/24/2001,Washington,7,Miami-Florida,65,25
11/24/2001,Eastern Michigan,62,Akron,65,17
11/29/2001,Southern Miss,15,Alabama,28,6.5
11/30/2001,Marshall,36,Toledo,41,-3
12/01/2001,Stanford,41,San Jose State,14,-19.5
12/01/2001,Oregon State,14,Oregon,17,10.5
12/01/2001,Army,26,Navy,17,-1.5
12/01/2001,North Texas,16,Troy,18,4
12/01/2001,Notre Dame,24,Purdue,18,1.5
12/01/2001,S-M-U,10,North Carolina,19,23.5
12/01/2001,Penn State,14,Virginia,20,-5.5
12/01/2001,U-A-B,6,Pittsburgh,24,6.5
12/01/2001,Miami-Florida,26,Virginia Tech,24,-13.5
12/01/2001,Kentucky,15,Indiana,26,6.5
12/01/2001,Auburn,14,Louisiana State,27,7
12/01/2001,Georgia Tech,17,Florida State,28,10.5
12/01/2001,Tennessee,34,Florida,32,18
12/01/2001,Houston,7,Georgia,35,31.5
12/01/2001,Colorado,39,Texas,37,9
12/01/2001,Vanderbilt,27,Mississippi,38,16
12/01/2001,Utah,37,Air Force,38,-13
12/01/2001,Brigham Young,41,Mississippi State,38,-4
12/01/2001,UL-Monroe,10,Cincinnati,42,26
12/01/2001,Arizona State,42,U.C.L.A.,52,10
12/01/2001,Missouri,7,Michigan State,55,7.5
12/01/2001,Duke,31,Clemson,59,27
12/01/2001,Utah State,21,Fresno State,70,23
12/07/2001,Texas Christian,14,Southern Miss,12,9.5
12/08/2001,Louisiana State,31,Tennessee,20,6.5
12/08/2001,Brigham Young,45,Hawaii,72,-3
08/22/2002,Colorado State,35,Virginia,29,0
08/23/2002,Fresno State,21,Wisconsin,23,10
08/24/2002,New Mexico,14,No Carolina State,34,13.5
08/24/2002,Iowa State,31,Florida State,38,22.5
08/24/2002,Texas Tech,21,Ohio State,45,6
08/24/2002,Arizona State,10,Nebraska,48,22
08/25/2002,Arkansas State,7,Virginia Tech,63,37
08/29/2002,San Diego State,14,Fresno State,16,17
08/29/2002,Lehigh,37,Buffalo,26,
08/29/2002,New Hampshire,7,Kent State,34,
08/29/2002,Richmond,7,Temple,34,
08/29/2002,Sam Houston State,10,Central Michigan,34,
08/29/2002,Tennessee Tech,7,Bowling Green,41,
08/29/2002,Syracuse,21,Brigham Young,42,3
08/29/2002,Wake Forest,41,Northern Illinois,42,0
08/29/2002,Cal-San Luis Obispo,16,Toledo,44,
08/29/2002,Indiana State,17,Western Michigan,48,
08/29/2002,Eastern Kentucky,10,Oregon State,49,
08/29/2002,Florida Atlantic,10,South Florida,51,
08/30/2002,Oklahoma,37,Tulsa,0,-37.5
08/31/2002,Utah,23,Utah State,3,-12.5
08/31/2002,Wisconsin,27,Nevada-Las Vegas,7,-5
08/31/2002,Navy,38,S-M-U,7,10.5
08/31/2002,Houston,24,Rice,10,6.5
08/31/2002,San Jose State,33,Arkansas State,14,-1.5
08/31/2002,Colorado,14,Colorado State,19,-9.5
08/31/2002,Villanova,37,Rutgers,19,
08/31/2002,Miami-Ohio,27,North Carolina,21,6
08/31/2002,Maryland,0,Notre Dame,22,1
08/31/2002,East Carolina,16,Duke,23,-14
08/31/2002,Connecticut,16,Boston College,24,32
08/31/2002,William + Mary,17,Indiana,25,
08/31/2002,North Texas,0,Texas,27,34
08/31/2002,Ohio,14,Pittsburgh,27,21.5
08/31/2002,U-C-F,24,Penn State,27,14
08/31/2002,UL-Monroe,3,Mississippi,31,30
08/31/2002,Nevada-Reno,7,Washington State,31,25.5
08/31/2002,UL-Lafayette,7,Texas A+M,31,29.5
08/31/2002,Troy,16,Nebraska,31,32
08/31/2002,Clemson,28,Georgia,31,7.5
08/31/2002,Washington,29,Michigan,31,6.5
08/31/2002,Illinois,20,Missouri,33,-7.5
08/31/2002,East Tennessee St,0,No Carolina State,34,
08/31/2002,New Mexico State,24,South Carolina,34,23.5
08/31/2002,Mississippi State,13,Oregon,36,12
08/31/2002,Northern Arizona,3,Arizona,37,
08/31/2002,Southern Univ,19,Tulane,37,
08/31/2002,Eastern Washington,2,Arizona State,38,
08/31/2002,Idaho,21,Boise State,38,23
08/31/2002,Weber State,24,New Mexico,38,
08/31/2002,Middle Tennessee,34,Alabama,39,17
08/31/2002,Oklahoma State,36,Louisiana Tech,39,0
08/31/2002,Virginia,19,Florida State,40,30
08/31/2002,Texas State,0,Minnesota,42,
08/31/2002,Sacramento State,12,UTEP,42,
08/31/2002,Kansas,3,Iowa State,45,22
08/31/2002,Vanderbilt,3,Georgia Tech,45,20.5
08/31/2002,Wyoming,7,Tennessee,47,31.5
08/31/2002,Western Kentucky,3,Kansas State,48,
08/31/2002,Appalachian State,17,Marshall,50,
08/31/2002,U-A-B,3,Florida,51,31.5
08/31/2002,Illinois State,10,Purdue,51,
08/31/2002,Northwestern,3,Air Force,52,2
08/31/2002,Murray State,6,Memphis,52,
08/31/2002,Jackson State,7,Southern Miss,55,
08/31/2002,Chattanooga,6,West Virginia,56,
08/31/2002,Eastern Michigan,7,Michigan State,56,37
08/31/2002,Akron,21,Iowa,57,21
08/31/2002,Eastern Illinois,36,Hawaii,61,
08/31/2002,Florida A+M,17,Miami-Florida,63,
08/31/2002,Baylor,22,California,70,5.5
09/01/2002,Kentucky,22,Louisville,17,13
09/01/2002,Louisiana State,8,Virginia Tech,26,6.5
09/02/2002,Auburn,17,Southern Cal,24,7.5
09/02/2002,Texas Christian,29,Cincinnati,36,3
09/05/2002,Oregon State,35,Temple,3,-11
09/06/2002,Hawaii,32,Brigham Young,35,11.5
09/07/2002,Northeastern,31,Ohio,0,
09/07/2002,Louisville,40,Duke,3,-18.5
09/07/2002,Buffalo,34,Rutgers,11,8
09/07/2002,Minnesota,35,UL-Lafayette,11,-16
09/07/2002,Texas A+M,14,Pittsburgh,12,-3.5
09/07/2002,Tulane,34,Houston,13,3
09/07/2002,Toledo,65,Eastern Michigan,13,-21.5
09/07/2002,Texas Tech,24,S-M-U,14,-22
09/07/2002,Georgia Tech,31,Connecticut,14,-23
09/07/2002,Miami-Florida,41,Florida,16,2.5
09/07/2002,No Carolina State,65,Navy,19,-16.5
09/07/2002,Tulsa,19,Arkansas State,21,-5.5
09/07/2002,Holy Cross,30,Army,21,
09/07/2002,North Carolina,30,Syracuse,22,5
09/07/2002,Nicholls State,0,North Texas,23,
09/07/2002,Illinois,20,Southern Miss,23,6.5
09/07/2002,Purdue,17,Notre Dame,24,4.5
09/07/2002,Iowa,29,Miami-Ohio,24,-6
09/07/2002,Texas Christian,48,Northwestern,24,-5
09/07/2002,Middle Tennessee,3,Tennessee,26,23
09/07/2002,Rice,10,Michigan State,27,32
09/07/2002,East Carolina,22,Wake Forest,27,5
09/07/2002,Troy,26,U-A-B,27,1.5
09/07/2002,Fresno State,24,Oregon,28,18
09/07/2002,Colorado State,19,U.C.L.A.,30,7
09/07/2002,Kansas,20,Nevada-Las Vegas,31,14.5
09/07/2002,Wyoming,20,Central Michigan,32,3.5
09/07/2002,Louisiana Tech,13,Clemson,33,10
09/07/2002,San Jose State,10,Washington,34,29.5
09/07/2002,New Mexico State,13,California,34,13.5
09/07/2002,San Diego State,14,Colorado,34,22
09/07/2002,West Virginia,17,Wisconsin,34,13
09/07/2002,South Carolina,21,Virginia,34,-4.5
09/07/2002,Stanford,27,Boston College,34,11
09/07/2002,The Citadel,10,Louisiana State,35,
09/07/2002,Western Michigan,12,Michigan,35,22.5
09/07/2002,Northern Illinois,6,South Florida,37,7.5
09/07/2002,Alabama,27,Oklahoma,37,12.5
09/07/2002,Memphis,16,Mississippi,38,10
09/07/2002,New Mexico,31,Air Force,38,5.5
09/07/2002,Indiana,13,Utah,40,15.5
09/07/2002,Ball State,6,Missouri,41,16.5
09/07/2002,Boise State,14,Arkansas,41,8
09/07/2002,Utah State,13,Nebraska,44,32.5
09/07/2002,Akron,14,Maryland,44,21
09/07/2002,Northern Iowa,10,Oklahoma State,45,
09/07/2002,U-C-F,13,Arizona State,46,4
09/07/2002,Furman,12,Vanderbilt,49,
09/07/2002,Idaho,14,Washington State,49,27
09/07/2002,Samford,12,Baylor,50,
09/07/2002,Kent State,17,Ohio State,51,28.5
09/07/2002,Western Carolina,0,Auburn,56,
09/07/2002,Tennessee Tech,6,Iowa State,58,
09/07/2002,UL-Monroe,0,Kansas State,68,39
09/07/2002,UTEP,17,Kentucky,77,19.5
09/12/2002,Marshall,21,Virginia Tech,47,12
09/14/2002,Connecticut,24,Buffalo,3,-2
09/14/2002,Southern Cal,40,Colorado,3,3.5
09/14/2002,Georgia,13,South Carolina,7,-6
09/14/2002,Florida State,37,Maryland,10,-18.5
09/14/2002,Boise State,35,Wyoming,13,-6
09/14/2002,S-M-U,6,Texas Christian,17,17.5
09/14/2002,Central Michigan,24,Akron,17,0
09/14/2002,McNeese State,24,UL-Monroe,19,
09/14/2002,Pittsburgh,26,U-A-B,20,-8.5
09/14/2002,Miami-Florida,44,Temple,21,-37.5
09/14/2002,Texas,52,North Carolina,21,-13
09/14/2002,California,46,Michigan State,22,13.5
09/14/2002,Baylor,0,New Mexico,23,9
09/14/2002,Utah,17,Arizona,23,-3
09/14/2002,Indiana State,21,Ball State,23,
09/14/2002,Georgia Tech,19,Clemson,24,-1.5
09/14/2002,Tulane,20,East Carolina,24,9
09/14/2002,Northern Illinois,21,Wisconsin,24,22.5
09/14/2002,U.C.L.A.,38,Oklahoma State,24,-6.5
09/14/2002,Washington State,7,Ohio State,25,7
09/14/2002,Michigan,23,Notre Dame,25,-5.5
09/14/2002,Duke,21,Northwestern,26,6.5
09/14/2002,Indiana,17,Kentucky,27,19
09/14/2002,Western Michigan,24,Purdue,28,18
09/14/2002,Arizona State,39,San Diego State,28,-6
09/14/2002,Vanderbilt,6,Auburn,31,21.5
09/14/2002,Toledo,21,Minnesota,31,8
09/14/2002,Brigham Young,28,Nevada-Reno,31,-13
09/14/2002,Iowa State,36,Iowa,31,2
09/14/2002,Wake Forest,13,No Carolina State,32,13.5
09/14/2002,West Virginia,35,Cincinnati,32,4.5
09/14/2002,North Texas,7,Alabama,33,20
09/14/2002,Miami-Ohio,7,Louisiana State,33,12
09/14/2002,Memphis,14,Southern Miss,33,12
09/14/2002,Ohio,6,Florida,34,41.5
09/14/2002,S E Missouri St,32,Eastern Michigan,35,
09/14/2002,UL-Lafayette,17,Houston,36,9
09/14/2002,Louisville,33,Colorado State,36,2.5
09/14/2002,Cal-San Luis Obispo,34,Kent State,37,
09/14/2002,Idaho State,33,Utah State,38,
09/14/2002,Nebraska,7,Penn State,40,-4.5
09/14/2002,Southern Utah,15,Troy,40,
09/14/2002,South Florida,3,Arkansas,42,14
09/14/2002,Mississippi,28,Texas Tech,42,3
09/14/2002,Army,0,Rutgers,44,-4
09/14/2002,Missouri State,24,Kansas,44,
09/14/2002,Nevada-Las Vegas,17,Oregon State,47,16.5
09/14/2002,Jacksonville St,13,Mississippi State,51,
09/14/2002,Missouri,28,Bowling Green,51,-4
09/14/2002,Tulsa,9,Louisiana Tech,53,23
09/14/2002,Idaho,21,Oregon,58,32.5
09/14/2002,Arkansas State,7,Illinois,59,32.5
09/14/2002,Eastern Illinois,13,Kansas State,63,
09/14/2002,Rhode Island,17,Syracuse,63,
09/14/2002,San Jose State,26,Stanford,63,17.5
09/14/2002,UTEP,0,Oklahoma,68,44
09/19/2002,Auburn,42,Mississippi State,14,-2.5
09/20/2002,U-C-F,21,Marshall,26,11
09/21/2002,Virginia Tech,13,Texas A+M,3,-1.5
09/21/2002,Hawaii,31,UTEP,6,-19
09/21/2002,Utah,7,Michigan,10,11
09/21/2002,Florida,30,Tennessee,13,5
09/21/2002,Louisville,45,Army,14,-29
09/21/2002,North Texas,10,Texas Christian,16,12.5
09/21/2002,Bowling Green,39,Kansas,16,-10
09/21/2002,Notre Dame,21,Michigan State,17,3
09/21/2002,Colorado,31,U.C.L.A.,17,12
09/21/2002,Ohio State,23,Cincinnati,19,-20
09/21/2002,Southern Miss,7,Alabama,20,7
09/21/2002,Air Force,23,California,21,9.5
09/21/2002,Wake Forest,24,Purdue,21,10
09/21/2002,Arkansas State,33,UL-Monroe,21,2.5
09/21/2002,Rutgers,3,Pittsburgh,23,23.5
09/21/2002,New Mexico,13,New Mexico State,24,-6
09/21/2002,Western Illinois,29,Northern Illinois,26,
09/21/2002,Kent State,20,Miami-Ohio,27,11.5
09/21/2002,Southern Cal,20,Kansas State,27,2
09/21/2002,Brigham Young,19,Georgia Tech,28,11.5
09/21/2002,Ball State,7,Clemson,30,28
09/21/2002,Arizona,10,Wisconsin,31,6
09/21/2002,Rice,21,Nevada-Reno,31,7
09/21/2002,U-A-B,0,UL-Lafayette,34,-6.5
09/21/2002,San Jose State,38,Illinois,35,23.5
09/21/2002,Ohio,19,Connecticut,37,6
09/21/2002,Tulsa,25,Baylor,37,11.5
09/21/2002,Boston College,6,Miami-Florida,38,26.5
09/21/2002,Wyoming,7,Washington,38,30.5
09/21/2002,Tulane,10,Memphis,38,6
09/21/2002,Nevada-Las Vegas,21,Toledo,38,8
09/21/2002,Central Michigan,29,Indiana,39,5.5
09/21/2002,Northwestern,49,Navy,40,3
09/21/2002,Portland State,0,Oregon,41,
09/21/2002,Houston,11,Texas,41,35.5
09/21/2002,Buffalo,17,Minnesota,41,30.5
09/21/2002,Troy,12,Iowa State,42,16.5
09/21/2002,Temple,21,South Carolina,42,17.5
09/21/2002,Middle Tennessee,22,Kentucky,44,5.5
09/21/2002,Eastern Michigan,3,Maryland,45,35
09/21/2002,Northwestern St(LA),7,Georgia,45,
09/21/2002,Montana State,28,Washington State,45,
09/21/2002,Vanderbilt,38,Mississippi,45,23.5
09/21/2002,Utah State,7,Iowa,48,21.5
09/21/2002,Duke,17,Florida State,48,45
09/21/2002,Akron,29,Virginia,48,23.5
09/21/2002,San Diego State,38,Idaho,48,-7.5
09/21/2002,No Carolina State,51,Texas Tech,48,1
09/21/2002,Louisiana Tech,17,Penn State,49,13.5
09/21/2002,S-M-U,16,Oklahoma State,52,17
09/21/2002,Fresno State,19,Oregon State,59,13.5
09/26/2002,Florida State,20,Louisville,26,-14.5
09/27/2002,Texas Tech,49,New Mexico,0,-8
09/28/2002,Virginia Tech,30,Western Michigan,0,-21
09/28/2002,Texas,49,Tulane,0,-31
09/28/2002,Southern Miss,27,Army,6,-29
09/28/2002,U.C.L.A.,43,San Diego State,7,-15.5
09/28/2002,Alabama,30,Arkansas,12,6.5
09/28/2002,Kent State,6,Northern Illinois,13,6
09/28/2002,Georgia Tech,21,North Carolina,13,-1.5
09/28/2002,North Texas,9,Arizona,14,14.5
09/28/2002,South Carolina,20,Vanderbilt,14,-9
09/28/2002,S E Missouri St,24,Middle Tennessee,14,
09/28/2002,Duke,43,Navy,17,2
09/28/2002,Ball State,24,Connecticut,21,5.5
09/28/2002,Oregon State,0,Southern Cal,22,3.5
09/28/2002,Cincinnati,35,Temple,22,-4
09/28/2002,Air Force,30,Utah,26,8.5
09/28/2002,Minnesota,15,Purdue,28,4
09/28/2002,Fresno State,31,Rice,28,-6.5
09/28/2002,Colorado State,32,Nevada-Reno,28,-14
09/28/2002,Michigan,45,Illinois,28,-7.5
09/28/2002,Tennessee-Martin,10,Arkansas State,30,
09/28/2002,Louisiana Tech,3,Texas A+M,31,13
09/28/2002,Mississippi State,13,Louisiana State,31,10.5
09/28/2002,South Florida,14,Oklahoma,31,30
09/28/2002,Memphis,17,U-A-B,31,-8.5
09/28/2002,Miami-Ohio,48,Akron,31,-9
09/28/2002,Kansas,43,Tulsa,33,-3
09/28/2002,Buffalo,32,Ohio,34,8
09/28/2002,Virginia,38,Wake Forest,34,1.5
09/28/2002,Rutgers,14,Tennessee,35,41
09/28/2002,Iowa,42,Penn State,35,7.5
09/28/2002,Nebraska,14,Iowa State,36,-2
09/28/2002,Wofford,8,Maryland,37,
09/28/2002,East Carolina,17,West Virginia,37,7.5
09/28/2002,Toledo,19,Pittsburgh,37,6.5
09/28/2002,Syracuse,34,Auburn,37,16
09/28/2002,Washington State,48,California,38,-2
09/28/2002,Northwestern,24,Michigan State,39,25
09/28/2002,New Mexico State,10,Georgia,41,27
09/28/2002,Idaho,27,Washington,41,32.5
09/28/2002,Kentucky,34,Florida,41,20
09/28/2002,S-M-U,10,Hawaii,42,23.5
09/28/2002,Central Michigan,0,Boston College,43,20
09/28/2002,Troy,7,Missouri,44,12.5
09/28/2002,Indiana,17,Ohio State,45,28
09/28/2002,Liberty,17,U-C-F,48,
09/28/2002,Southern Illinois,45,Eastern Michigan,48,
09/28/2002,Massachusetts,24,No Carolina State,56,
09/28/2002,UTEP,24,San Jose State,58,17.5
09/28/2002,Utah State,38,Boise State,63,22
09/28/2002,Stanford,24,Arizona State,65,1
10/03/2002,Illinois,10,Minnesota,31,3.5
10/03/2002,Clemson,31,Florida State,48,14
10/04/2002,Colorado State,30,Fresno State,32,-5.5
10/04/2002,Brigham Young,35,Utah State,34,-17.5
10/05/2002,Tulane,52,UL-Monroe,9,-13.5
10/05/2002,Middle Tennessee,7,Arkansas State,13,-14
10/05/2002,Oregon,31,Arizona,14,-9.5
10/05/2002,Ohio State,27,Northwestern,16,-27.5
10/05/2002,Florida,14,Mississippi,17,-14
10/05/2002,Oklahoma State,15,Texas,17,24
10/05/2002,South Florida,24,North Texas,17,-3
10/05/2002,Western Michigan,31,Buffalo,17,-12
10/05/2002,Maryland,48,West Virginia,17,6
10/05/2002,Nevada-Reno,17,Nevada-Las Vegas,21,3
10/05/2002,Wake Forest,24,Georgia Tech,21,13
10/05/2002,Marshall,42,Kent State,21,-13.5
10/05/2002,Virginia,27,Duke,22,-10
10/05/2002,San Jose State,34,S-M-U,23,-5
10/05/2002,Oklahoma,31,Missouri,24,-12
10/05/2002,Pittsburgh,48,Syracuse,24,3
10/05/2002,Georgia,27,Alabama,25,3.5
10/05/2002,Miami-Ohio,31,Cincinnati,26,5
10/05/2002,California,34,Washington,27,10.5
10/05/2002,Northern Illinois,41,Ball State,29,-3
10/05/2002,Southern Cal,27,Washington State,30,-3
10/05/2002,Stanford,7,Notre Dame,31,8.5
10/05/2002,Purdue,28,Iowa,31,8.5
10/05/2002,Penn State,34,Wisconsin,31,1.5
10/05/2002,Montana,38,Idaho,31,
10/05/2002,Mississippi State,10,South Carolina,34,5
10/05/2002,Houston,17,Texas Christian,34,11
10/05/2002,The Citadel,30,Wyoming,34,
10/05/2002,Kansas State,31,Colorado,35,-3.5
10/05/2002,Kansas,32,Baylor,35,5.5
10/05/2002,North Carolina,38,Arizona State,35,9
10/05/2002,U.C.L.A.,43,Oregon State,35,6
10/05/2002,Louisiana Tech,20,Rice,37,-6.5
10/05/2002,McNeese State,14,Nebraska,38,
10/05/2002,Austin Peay,3,Troy,41,
10/05/2002,Arkansas,38,Tennessee,41,9.5
10/05/2002,Akron,34,Eastern Michigan,42,-11.5
10/05/2002,Texas Tech,48,Texas A+M,47,6
10/05/2002,UL-Lafayette,0,Louisiana State,48,27.5
10/05/2002,Navy,7,Air Force,48,22
10/05/2002,Connecticut,14,Miami-Florida,48,43
10/05/2002,UTEP,14,New Mexico State,49,17
10/05/2002,Hawaii,31,Boise State,58,5.5
10/05/2002,Army,24,East Carolina,59,19.5
10/05/2002,Ohio,14,Bowling Green,72,24
10/08/2002,Louisville,38,Memphis,32,-10.5
10/10/2002,Virginia Tech,28,Boston College,23,-9.5
10/10/2002,Northwestern,42,Minnesota,45,16
10/12/2002,West Virginia,40,Rutgers,0,-13
10/12/2002,Texas A+M,41,Baylor,0,-22
10/12/2002,Louisiana State,36,Florida,7,8
10/12/2002,Rice,17,Navy,10,-6.5
10/12/2002,Troy,8,Mississippi State,11,10.5
10/12/2002,Washington State,36,Stanford,11,-8.5
10/12/2002,South Carolina,16,Kentucky,12,3
10/12/2002,Oregon State,9,Arizona State,13,-1.5
10/12/2002,Pittsburgh,6,Notre Dame,14,5
10/12/2002,Southern Miss,13,South Florida,16,-2.5
10/12/2002,New Mexico,25,Nevada-Las Vegas,16,8.5
10/12/2002,Syracuse,16,Temple,17,-4.5
10/12/2002,No Carolina State,34,North Carolina,17,-7
10/12/2002,Arkansas,38,Auburn,17,5.5
10/12/2002,Tennessee,13,Georgia,18,5.5
10/12/2002,Middle Tennessee,21,Vanderbilt,20,6.5
10/12/2002,Clemson,17,Virginia,22,-6
10/12/2002,Missouri,13,Nebraska,24,10.5
10/12/2002,Oklahoma,35,Texas,24,3
10/12/2002,Boise State,52,Tulsa,24,-23.5
10/12/2002,Penn State,24,Michigan,27,3.5
10/12/2002,U-C-F,31,Western Michigan,27,-1
10/12/2002,Texas Christian,46,Army,27,-18.5
10/12/2002,Florida State,27,Miami-Florida,28,13
10/12/2002,Colorado,53,Kansas,29,-20
10/12/2002,S-M-U,7,Fresno State,30,22.5
10/12/2002,California,28,Southern Cal,30,12
10/12/2002,Oregon,31,U.C.L.A.,30,2.5
10/12/2002,Texas Tech,17,Iowa State,31,6.5
10/12/2002,UL-Lafayette,28,New Mexico State,31,13
10/12/2002,Arizona,28,Washington,32,13.5
10/12/2002,Wisconsin,29,Indiana,32,-12
10/12/2002,Idaho,14,UL-Monroe,34,-10.5
10/12/2002,Cincinnati,17,Tulane,35,-5.5
10/12/2002,Bowling Green,45,Central Michigan,35,-16.5
10/12/2002,Duke,10,Wake Forest,36,10
10/12/2002,Utah,17,San Diego State,36,-10.5
10/12/2002,Ball State,17,Toledo,37,18.5
10/12/2002,Purdue,31,Illinois,38,-3
10/12/2002,Northern Illinois,48,Miami-Ohio,41,8
10/12/2002,Oklahoma State,9,Kansas State,44,15.5
10/12/2002,Michigan State,16,Iowa,44,4.5
10/12/2002,Wyoming,36,Colorado State,44,24.5
10/12/2002,Liberty,21,Akron,49,
10/12/2002,San Jose State,7,Ohio State,50,30
10/12/2002,Houston,34,U-A-B,51,6.5
10/12/2002,Brigham Young,9,Air Force,52,4
10/12/2002,Arkansas State,17,Mississippi,52,27
10/12/2002,Eastern Michigan,27,Ohio,55,9
10/12/2002,Nevada-Reno,34,Hawaii,59,11
10/12/2002,Buffalo,21,Marshall,66,31
10/17/2002,Georgia Tech,10,Maryland,34,2
10/18/2002,Fresno State,21,Boise State,67,7
10/19/2002,Miami-Ohio,49,Buffalo,0,-16.5
10/19/2002,Ohio,50,Kent State,0,11.5
10/19/2002,Nevada-Las Vegas,24,Brigham Young,3,8.5
10/19/2002,Minnesota,28,Michigan State,7,6
10/19/2002,Iowa,24,Indiana,8,-14
10/19/2002,North Texas,13,Arkansas State,10,-7.5
10/19/2002,Texas,17,Kansas State,14,3.5
